argc,arrays,bitfields,comma_operators,compound_assignment,consts,divs,embedded_assigns,pre_incr_operator,pre_decr_operator,post_incr_operator,post_decr_operator,unary_plus_operator,jumps,longlong,int8,uint8,float,math64,inline_function,muls,safe_math,packed_struct,paranoid,pointers,structs,unions,volatiles,volatile_pointers,const_pointers,global_variables,builtins
0.10287130979974754,0.000388016995053064,0.0006761967483577821,0.00024752573322774606,0.00010610472566920555,0.0007096468809049879,0.0001046646558029786,0.0017718653091007308,0.00895058060754967,0.005650106569054533,0.00038961150148974453,0.00040321026146904426,0.0021554228123741373,0.0008185968859972813,0.0009250264892426788,0.001108802969312861,0.007040252279107494,0.006806438240900456,0.0026969931477919167,0.0007843944152624918,0.7870754889279021,0.9047119215666722,0.04383087635418054,0.668726630670524,0.0005437231615433435,0.0009521681010775603,0.00031517587816498605,0.0004462139292124072,0.07147348488137722,0.0008784848489963532,0.0002537512190584386,0.0008822534729584766
0.20157111282079243,0.0009390845273673649,0.0008394632364510158,0.0008499660669620905,0.7366416853200939,0.5778570968057565,0.00013464603149150177,0.7452557141661047,0.0021223651163768268,0.0026013302860193274,0.7520902412396366,0.7968255245056957,0.003794058598818004,0.0007291099009351949,0.0009295477323637971,0.005820332647843723,0.009087710811578026,0.009001230451234781,0.002002367925955221,0.00038610962292728797,0.0008534905891974601,0.04366698426795565,0.009449932876829048,0.00010552760050204163,0.6063406259347791,0.0005163742909972063,0.177298277530826,0.0003056418178864796,0.04897599196876709,0.8041298341840446,0.0006539540361913417,0.0008956235066682287
0.17294659443065322,0.00022575206441608533,0.8726072737230623,0.0007930207615417222,0.00032205014925988873,0.00027950740531020035,0.0005942335012490003,0.7001976982104573,0.005925000364683835,0.007594106468428299,0.0006318683617966291,0.0007623678870604021,0.0019958403357911575,0.0005236607057036651,0.0002851490095268876,0.006186738003770573,0.006466388752586096,0.005630010569408828,0.008703702236927579,0.00025859089546695666,0.00037533302878064236,0.21521003493646634,0.7773744668883777,0.0005569207101954978,0.0006424461961445932,0.8850461148350097,0.8182573175185975,0.00023146755441379375,0.18499473221554497,0.00024515593033299217,0.8007845382116348,0.000665598305043038
0.21384452786973404,0.0009178723242556186,0.0007392685114584223,0.0005978273515304141,0.0006425585741672433,0.000677618887718871,0.0008360768619964111,0.0027513399866777154,0.002757044622207247,0.008261809980639856,0.0009668938542211491,0.000726774455109664,0.003206695272437408,0.0009754465831846296,0.0009118386118077203,0.003041669106984257,0.009555224660176002,0.003944158541291442,0.00684328714021071,0.0005094729564949111,0.00015069656177500002,0.03293332112285363,0.9170346859693277,0.0004588634665560697,0.0009498694768596836,0.6001100696079367,0.9726742630031999,0.0008063540338317642,0.10450025664002241,0.000668188211982577,0.5812035043768857,0.0007427935609628688
0.16027458645780365,0.00018584945936042245,0.0008228349075240242,0.0002723435198145537,0.0009015758447464738,0.0005696788106417013,0.0006061115688455781,0.729620470461567,0.00277649121548692,0.009115820517781863,0.00039250882503733984,0.0007967804208895694,0.004785081746510602,0.00047719466711553774,0.0008354728326128952,0.009336457937141971,0.004224030245279106,0.0052177787933881635,0.7238464063189581,0.0004103885368104,0.8991864537797923,0.2496828429674931,0.02857529141868434,0.0007910908304126156,0.00044275051043911285,0.0008688923851300666,0.16601536930211047,0.8062042818243983,0.059052747412459666,0.0007673662551349405,0.00024435244018519464,0.5967661835561493
0.15056845466372468,0.00010122787690374037,0.0004323789799870627,0.7169773381857615,0.7763402710319615,0.0008088745134228344,0.00040426604997182737,0.6586406806002356,0.006182759314542883,0.0032472563913071447,0.5275768179661788,0.0009248410985338164,0.007761676107410165,0.0006653804283966581,0.9700019458093525,0.009411213403455455,0.009690511589139104,0.6695079116565221,0.7221111986685548,0.0005893712459006545,0.000993604762486153,0.00997765968034775,0.2144080044891074,0.0005571984326912555,0.0006531075711773733,0.00010147828252504655,0.06036291096705432,0.8373061431449345,0.9809821958890104,0.0008595229902623109,0.000978955756292414,0.9814091446348427
0.23053743671900145,0.00030292609116972386,0.0007953417730718199,0.6132631332692213,0.00041157856882588533,0.0007168151839197641,0.00011585253997573507,0.00932581360060154,0.009267782287632566,0.0019566884792063415,0.0005829570944969659,0.00016530838021047728,0.00914849993376609,0.0001021881565543895,0.00012023661740203578,0.005581147295742711,0.0018140262332215582,0.0067067660073323754,0.006514399720723557,0.0003733725919140604,0.0008869981627059068,0.1630310752254928,0.2290739623640342,0.0008109679742408795,0.9781890151686847,0.0006829030790009563,0.05080370288115235,0.5773812861873384,0.8553503176045484,0.0005993458290401004,0.000490549916548388,0.7547670837196896
0.04932869819819857,0.00014697400061476713,0.00010417471877421862,0.8289506381992338,0.0007609885034846037,0.0004452790768432972,0.0006856381164125146,0.003393969539620139,0.0015174693311064244,0.004585022247535016,0.0008509712957120835,0.0001328902184029097,0.00117515447691499,0.0004596322291371608,0.75325160444633,0.00983039549174822,0.007571458997462675,0.0013680915023071502,0.7054225916406243,0.0006075913420256706,0.0008969434746981124,0.2342513568086008,0.006353125377151186,0.0008071030355132042,0.6462295697836031,0.0006345914372963279,0.10529869893545693,0.5111105341616909,0.8835534522121706,0.000820380765765143,0.0009676965450875563,0.7033782834364852
0.1764932853642216,0.800480524110686,0.00033670088855465406,0.8747085046041311,0.00011765927000321357,0.00015050581665628044,0.00017496931986317617,0.6855067762887532,0.6756133518233272,0.7329623856096473,0.00039535579365615405,0.8620416439217675,0.73602168242099,0.0004900709264414692,0.0009152502701115134,0.0025006369181220763,0.0015855358973479471,0.00550743941573964,0.008458300819003306,0.00027369393296540045,0.0007521081496960968,0.18606312391723726,0.21083768023889166,0.00012068096078029231,0.0009150787883336209,0.6887810123922196,0.08518160337630826,0.0008110163805359481,0.005020690302060732,0.0007125298021643357,0.8927075200768803,0.0007949803464217304
0.1706130787305053,0.9328165145789398,0.0008186936646984169,0.5826486602081478,0.0007473461369853268,0.0008881437015546139,0.8882082166697478,0.7393417862131318,0.008871628897059083,0.005304543201484328,0.0009883924210259503,0.00045683884667030975,0.004225456523589563,0.00018615869384340235,0.00015552879787637954,0.0037895842094716834,0.008987883558728017,0.6952351747944608,0.7315623712117126,0.0005572889072404417,0.0006046558201932796,0.09445823120019106,0.18865347933326143,0.00013859151034691276,0.8842325444538968,0.0006359310448658575,0.011688920693831206,0.0009309649912197265,0.14493257913801835,0.000495067850320447,0.000893471050457843,0.981745143946732
