arrays,bitfields,comma_operators,compound_assignment,consts,embedded_assigns,pre_incr_operator,pre_decr_operator,post_incr_operator,post_decr_operator,unary_plus_operator,jumps,longlong,int8,uint8,math64,safe_math,packed_struct,pointers,structs,unions,volatiles,volatile_pointers,const_pointers,global_variables
0.0,0.1568627450980392,0.0003220206093189964,0.0,0.0029498525073746312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0016051364365971107
0.17433414043583537,0.0,0.03269209229390681,0.08333333333333333,0.11209439528023599,0.0875,0.1,0.17073170731707318,0.16269841269841268,0.08823529411764705,0.022727272727272728,0.00980392156862745,0.21428571428571427,0.17898832684824903,0.16115702479338845,0.12379110251450677,0.08664259927797835,0.0,0.20278330019880714,0.0,0.0,0.14960629921259844,0.2698412698412698,0.1213389121338912,0.14446227929373998
0.12832929782082325,0.0392156862745098,0.06282202060931899,0.10919540229885058,0.11209439528023599,0.1325,0.12,0.12195121951219512,0.12698412698412698,0.14705882352941177,0.13636363636363635,0.09803921568627451,0.29285714285714287,0.11284046692607004,0.11983471074380166,0.1895551257253385,0.14981949458483754,0.1,0.16600397614314114,0.06666666666666667,0.0,0.0826771653543307,0.09523809523809523,0.0794979079497908,0.11556982343499198
0.414043583535109,0.0,0.10366263440860214,0.21839080459770116,0.43952802359882004,0.28250000000000003,0.26,0.2682926829268293,0.3968253968253968,0.3235294117647059,0.2727272727272727,0.20588235294117646,0.37142857142857144,0.21011673151750973,0.45041322314049587,0.36750483558994196,0.2788808664259928,0.0,0.45328031809145125,0.0,0.0,0.1653543307086614,0.2857142857142857,0.4602510460251046,0.2487961476725522
0.3365617433414044,0.0,0.09986839157706093,0.20977011494252873,0.40412979351032446,0.2375,0.36,0.0975609756097561,0.30158730158730157,0.11764705882352941,0.20454545454545456,0.16666666666666666,0.35,0.22957198443579768,0.2190082644628099,0.2940038684719536,0.1796028880866426,0.0,0.37972166998011925,0.0,0.058823529411764705,0.20866141732283464,0.12698412698412698,0.43096234309623427,0.2808988764044944
0.15980629539951574,0.0784313725490196,0.03428819444444444,0.14080459770114942,0.08849557522123894,0.1275,0.1,0.0975609756097561,0.12698412698412698,0.0,0.18181818181818182,0.10784313725490197,0.12857142857142856,0.11673151750972763,0.10743801652892562,0.1102514506769826,0.12093862815884476,0.1,0.16600397614314114,0.06666666666666667,0.0,0.03543307086614173,0.0,0.04184100418410042,0.07223113964686999
0.4818401937046005,0.0784313725490196,0.13004032258064518,0.29022988505747127,0.35693215339233036,0.34,0.22,0.4634146341463415,0.4722222222222222,0.14705882352941177,0.38636363636363635,0.27450980392156865,0.32857142857142857,0.45914396887159536,0.23140495867768596,0.25338491295938104,0.30234657039711194,0.1,0.4145129224652087,0.06666666666666667,0.23529411764705882,0.4094488188976378,0.3492063492063492,0.29707112970711297,0.36436597110754415
0.0,0.0,2.8001792114695334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016051364365971107
0.3099273607748184,0.0784313725490196,0.07466677867383512,0.28160919540229884,0.2182890855457227,0.3225,0.2,0.36585365853658536,0.30952380952380953,0.47058823529411764,0.18181818181818182,0.28431372549019607,0.19999999999999998,0.21011673151750973,0.09917355371900827,0.3036750483558994,0.2824909747292419,0.0,0.3876739562624254,0.06666666666666667,0.0,0.11417322834645668,0.07936507936507936,0.23849372384937237,0.12841091492776888
0.14043583535108958,0.058823529411764705,0.04012656810035842,0.08908045977011494,0.11504424778761062,0.095,0.04,0.07317073170731708,0.1349206349206349,0.0,0.022727272727272728,0.058823529411764705,0.15714285714285714,0.08560311284046693,0.10330578512396695,0.10444874274661509,0.09386281588447654,0.1,0.15308151093439362,0.06666666666666667,0.058823529411764705,0.12598425196850394,0.12698412698412698,0.05439330543933054,0.11717495987158909
0.33898305084745767,0.2549019607843137,0.20864135304659498,0.32471264367816094,0.24188790560471976,0.34750000000000003,0.34,0.43902439024390244,0.36507936507936506,0.29411764705882354,0.20454545454545456,0.28431372549019607,0.22142857142857142,0.1867704280155642,0.19008264462809918,0.2572533849129594,0.26353790613718414,0.0,0.3777335984095427,0.2,0.058823529411764705,0.27165354330708663,0.38095238095238093,0.21757322175732216,0.2536115569823435
0.4648910411622276,0.0196078431372549,0.10857694892473117,0.3563218390804598,0.4247787610619469,0.3975,0.4,0.29268292682926833,0.42857142857142855,0.29411764705882354,0.25,0.3137254901960784,0.3857142857142857,0.22568093385214008,0.359504132231405,0.3655705996131528,0.3953068592057762,0.0,0.5099403578528827,0.0,0.11764705882352941,0.2992125984251969,0.30158730158730157,0.4728033472803347,0.3242375601926164
0.6416464891041163,0.0,0.12523801523297493,0.5086206896551724,0.6342182890855457,0.4625,0.4,0.2682926829268293,0.503968253968254,0.4117647058823529,0.5,0.4411764705882353,0.4857142857142857,0.3852140077821012,0.2768595041322314,0.6441005802707931,0.5054151624548736,0.0,0.6988071570576541,0.0,0.0,0.24803149606299213,0.4444444444444444,0.7112970711297071,0.31781701444622795
0.002421307506053269,0.0,0.00021001344086021503,0.0,0.0029498525073746312,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0019342359767891683,0.0,0.1,0.005964214711729622,0.06666666666666667,0.058823529411764705,0.003937007874015748,0.0,0.0,0.004815409309791332
0.21307506053268765,0.0196078431372549,0.05628360215053763,0.1781609195402299,0.16224188790560473,0.1825,0.14,0.14634146341463417,0.2738095238095238,0.11764705882352941,0.2272727272727273,0.12745098039215685,0.3071428571428571,0.36964980544747084,0.11983471074380166,0.22243713733075435,0.2157039711191336,0.0,0.2236580516898608,0.0,0.058823529411764705,0.17716535433070865,0.25396825396825395,0.12970711297071127,0.18619582664526485
0.5883777239709443,0.0196078431372549,0.16654065860215056,0.4482758620689655,0.43067846607669613,0.4575,0.52,0.41463414634146345,0.626984126984127,0.4411764705882353,0.29545454545454547,0.4019607843137255,0.4928571428571428,0.33073929961089493,0.26859504132231404,0.5203094777562862,0.3817689530685921,0.1,0.5924453280318092,0.06666666666666667,0.11764705882352941,0.47244094488188976,0.3492063492063492,0.40167364016736395,0.507223113964687
0.38256658595641646,0.0196078431372549,0.09199988799283154,0.27011494252873564,0.36578171091445427,0.3,0.32,0.17073170731707318,0.3849206349206349,0.20588235294117646,0.29545454545454547,0.22549019607843138,0.2785714285714286,0.29571984435797666,0.1859504132231405,0.32495164410058025,0.29422382671480146,0.0,0.4493041749502982,0.0,0.058823529411764705,0.2125984251968504,0.1746031746031746,0.43096234309623427,0.25842696629213485
0.2929782082324455,0.0196078431372549,0.09979838709677419,0.1781609195402299,0.24778761061946902,0.2625,0.22,0.2682926829268293,0.28968253968253965,0.23529411764705882,0.2272727272727273,0.16666666666666666,0.22142857142857142,0.2529182879377432,0.14049586776859505,0.23984526112185686,0.2608303249097473,0.0,0.3469184890656063,0.13333333333333333,0.11764705882352941,0.20078740157480315,0.30158730158730157,0.20083682008368198,0.22471910112359553
0.32929782082324455,0.0196078431372549,0.12254984318996416,0.1839080459770115,0.3421828908554572,0.185,0.12,0.07317073170731708,0.28968253968253965,0.20588235294117646,0.06818181818181818,0.11764705882352941,0.2642857142857143,0.20233463035019456,0.2644628099173554,0.20502901353965183,0.18140794223826714,0.0,0.3588469184890656,0.13333333333333333,0.0,0.3464566929133858,0.2857142857142857,0.29707112970711297,0.2841091492776886
0.5278450363196127,0.1568627450980392,0.1970766129032258,0.5057471264367817,0.4218289085545723,0.5025000000000001,0.42,0.5853658536585367,0.5793650793650793,0.5,0.6818181818181819,0.45098039215686275,0.3214285714285714,0.29571984435797666,0.15702479338842976,0.34622823984526113,0.5225631768953068,0.0,0.6272365805168986,0.13333333333333333,0.0,0.25984251968503935,0.2857142857142857,0.44351464435146437,0.27447833065810595
0.002421307506053269,0.0,0.0005880376344086022,0.0,0.0,0.0025,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.0,0.0,0.001988071570576541,0.0,0.0,0.0,0.0,0.0,0.003210272873194221
0.4043583535108959,0.0,0.09748823924731183,0.29885057471264365,0.3215339233038348,0.3125,0.34,0.2682926829268293,0.28174603174603174,0.5588235294117647,0.34090909090909094,0.22549019607843138,0.2714285714285714,0.24513618677042803,0.2272727272727273,0.2823984526112186,0.2463898916967509,0.1,0.4333996023856858,0.06666666666666667,0.0,0.3228346456692913,0.49206349206349204,0.30125523012552297,0.2648475120385233
0.2784503631961259,0.0196078431372549,0.06524417562724014,0.20114942528735633,0.29793510324483774,0.24,0.22,0.14634146341463417,0.2936507936507936,0.14705882352941177,0.13636363636363635,0.12745098039215685,0.16428571428571428,0.2918287937743191,0.2272727272727273,0.17408123791102514,0.22021660649819497,0.0,0.2872763419483101,0.0,0.11764705882352941,0.18503937007874016,0.31746031746031744,0.27615062761506276,0.20545746388443017
0.31719128329297824,0.0196078431372549,0.10594478046594982,0.1839080459770115,0.3185840707964602,0.2325,0.22,0.24390243902439024,0.2579365079365079,0.11764705882352941,0.1590909090909091,0.16666666666666666,0.3142857142857143,0.15175097276264593,0.2231404958677686,0.3114119922630561,0.23194945848375453,0.0,0.3876739562624254,0.0,0.1764705882352941,0.28346456692913385,0.4444444444444444,0.25523012552301255,0.3242375601926164
0.5351089588377724,0.058823529411764705,0.16175235215053765,0.4396551724137931,0.4837758112094395,0.49,0.44,0.5365853658536586,0.46428571428571425,0.5294117647058824,0.5,0.3333333333333333,0.5285714285714286,0.2801556420233463,0.30991735537190085,0.4661508704061896,0.5388086642599278,0.1,0.6043737574552683,0.06666666666666667,0.0,0.22440944881889763,0.30158730158730157,0.4351464435146443,0.27126805778491175
0.3050847457627119,0.0,0.07305667562724014,0.20402298850574713,0.2920353982300885,0.2225,0.12,0.24390243902439024,0.24603174603174602,0.3235294117647059,0.11363636363636365,0.08823529411764705,0.20714285714285713,0.24124513618677043,0.09504132231404959,0.22243713733075435,0.19584837545126355,0.0,0.35089463220675937,0.0,0.11764705882352941,0.19291338582677164,0.4126984126984127,0.29707112970711297,0.1910112359550562
0.43099273607748184,0.0784313725490196,0.20267697132616488,0.3160919540229885,0.32448377581120946,0.325,0.4,0.3902439024390244,0.4365079365079365,0.3529411764705882,0.29545454545454547,0.30392156862745096,0.29285714285714287,0.17898832684824903,0.25206611570247933,0.3984526112185687,0.3276173285198556,0.1,0.48508946322067586,0.13333333333333333,0.0,0.24015748031496062,0.1746031746031746,0.27615062761506276,0.2536115569823435
0.002421307506053269,0.0,0.0004760304659498208,0.005747126436781609,0.0,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.003210272873194221
0.002421307506053269,0.0,0.0018341173835125448,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0019342359767891683,0.0,0.0,0.003976143141153081,0.0,0.0,0.003937007874015748,0.0,0.0,0.003210272873194221
0.3099273607748184,0.0,0.09198588709677419,0.1925287356321839,0.27728613569321536,0.2175,0.38,0.17073170731707318,0.3055555555555555,0.29411764705882354,0.13636363636363635,0.2647058823529412,0.34285714285714286,0.17120622568093385,0.243801652892562,0.31334622823984526,0.1868231046931408,0.0,0.3161033797216699,0.0,0.0,0.08661417322834646,0.25396825396825395,0.2719665271966527,0.19582664526484753
0.002421307506053269,0.0,0.00025201612903225806,0.005747126436781609,0.0,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011811023622047244,0.0,0.0,0.008025682182985553
0.28329297820823246,0.0,0.07921706989247311,0.16091954022988506,0.22123893805309736,0.20500000000000002,0.32,0.14634146341463417,0.1984126984126984,0.14705882352941177,0.2272727272727273,0.13725490196078433,0.3357142857142857,0.35797665369649806,0.17768595041322316,0.20889748549323017,0.2111913357400722,0.0,0.36580516898608345,0.0,0.1764705882352941,0.22834645669291337,0.36507936507936506,0.2133891213389121,0.2648475120385233
0.1961259079903148,0.0,0.059377800179211467,0.1896551724137931,0.1887905604719764,0.225,0.1,0.14634146341463417,0.19047619047619047,0.14705882352941177,0.20454545454545456,0.24509803921568626,0.22142857142857142,0.07782101167315175,0.1322314049586777,0.24564796905222439,0.2220216606498195,0.0,0.22465208747514906,0.0,0.0,0.07874015748031496,0.15873015873015872,0.1589958158995816,0.10593900481540931
0.0,0.0,2.8001792114695334e-05,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0038684719535783366,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.0016051364365971107
0.0,0.0196078431372549,2.8001792114695334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0016051364365971107
0.4116222760290557,0.1568627450980392,0.10899697580645161,0.27873563218390807,0.30383480825958703,0.2975,0.24,0.34146341463414637,0.4206349206349206,0.23529411764705882,0.4090909090909091,0.20588235294117646,0.20714285714285713,0.20233463035019456,0.16942148760330578,0.28820116054158607,0.23104693140794225,0.0,0.43836978131212717,0.06666666666666667,0.23529411764705882,0.2559055118110236,0.20634920634920634,0.3179916317991632,0.2792937399678973
0.0,0.0,5.600358422939068e-05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.003210272873194221
0.2784503631961259,0.0,0.07441476254480286,0.1724137931034483,0.2713864306784661,0.215,0.22,0.2682926829268293,0.19444444444444442,0.23529411764705882,0.1590909090909091,0.18627450980392157,0.15714285714285714,0.10505836575875487,0.4256198347107438,0.18762088974854932,0.23555956678700363,0.1,0.3041749502982107,0.06666666666666667,0.0,0.12598425196850394,0.19047619047619047,0.25523012552301255,0.1637239165329053
0.3801452784503632,0.0,0.09349798387096774,0.1839080459770115,0.38348082595870203,0.2125,0.38,0.24390243902439024,0.2738095238095238,0.058823529411764705,0.1590909090909091,0.22549019607843138,0.32857142857142857,0.23346303501945526,0.2975206611570248,0.2379110251450677,0.15433212996389892,0.0,0.37972166998011925,0.0,0.058823529411764705,0.2952755905511811,0.36507936507936506,0.41004184100418406,0.29052969502407705
0.0,0.0,0.00011200716845878135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0016051364365971107
0.5012106537530266,0.0392156862745098,0.1105790770609319,0.4166666666666667,0.45132743362831856,0.455,0.28,0.34146341463414637,0.39285714285714285,0.6764705882352942,0.4318181818181818,0.3137254901960784,0.3071428571428571,0.42801556420233466,0.34710743801652894,0.3539651837524178,0.4368231046931408,0.1,0.5934393638170974,0.06666666666666667,0.1764705882352941,0.22834645669291337,0.47619047619047616,0.41841004184100417,0.2825040128410915
0.5423728813559322,0.0196078431372549,0.14257112455197132,0.3735632183908046,0.47787610619469023,0.385,0.3,0.41463414634146345,0.4880952380952381,0.5294117647058824,0.25,0.21568627450980393,0.40714285714285714,0.18287937743190663,0.19834710743801653,0.5686653771760155,0.3637184115523466,0.0,0.610337972166998,0.0,0.23529411764705882,0.3188976377952756,0.25396825396825395,0.4476987447698744,0.3113964686998395
0.10411622276029056,0.0196078431372549,0.029793906810035842,0.10632183908045977,0.08849557522123894,0.11,0.08,0.04878048780487805,0.13095238095238093,0.14705882352941177,0.13636363636363635,0.058823529411764705,0.08571428571428572,0.058365758754863814,0.07851239669421488,0.10638297872340426,0.10469314079422383,0.0,0.18886679920477134,0.0,0.11764705882352941,0.09448818897637795,0.15873015873015872,0.08368200836820083,0.11396468699839486
0.15738498789346247,0.0392156862745098,0.049647177419354836,0.16379310344827586,0.15339233038348082,0.1625,0.14,0.0975609756097561,0.1746031746031746,0.058823529411764705,0.06818181818181818,0.09803921568627451,0.11428571428571428,0.08560311284046693,0.1322314049586777,0.13733075435203096,0.17509025270758125,0.1,0.23658051689860832,0.13333333333333333,0.0,0.16929133858267717,0.19047619047619047,0.13389121338912133,0.15890850722311398
0.3438256658595642,0.0,0.09344198028673835,0.3706896551724138,0.40117994100294985,0.405,0.2,0.1951219512195122,0.38095238095238093,0.3529411764705882,0.4090909090909091,0.3431372549019608,0.2857142857142857,0.1867704280155642,0.2272727272727273,0.42940038684719534,0.40703971119133575,0.0,0.4343936381709741,0.0,0.0,0.18503937007874016,0.42857142857142855,0.38912133891213385,0.2070626003210273
0.5496368038740921,0.3333333333333333,0.3077676971326165,0.33620689655172414,0.56047197640118,0.335,0.2,0.3170731707317073,0.6865079365079365,0.4411764705882353,0.36363636363636365,0.2549019607843137,0.37142857142857144,0.22957198443579768,0.2892561983471075,0.33268858800773693,0.33754512635379064,0.2,0.5477137176938369,0.4666666666666667,0.0,0.5748031496062992,0.6825396825396826,0.5188284518828451,0.6565008025682183
0.23002421307506055,0.0,0.05555555555555555,0.16379310344827586,0.19469026548672566,0.19,0.08,0.14634146341463417,0.26587301587301587,0.2647058823529412,0.2272727272727273,0.14705882352941177,0.2642857142857143,0.15953307392996108,0.08677685950413223,0.2437137330754352,0.24187725631768953,0.0,0.2852882703777336,0.0,0.0,0.11023622047244094,0.19047619047619047,0.1589958158995816,0.12520064205457465
0.19854721549636806,0.0784313725490196,0.04973118279569892,0.09770114942528735,0.12389380530973451,0.1,0.1,0.07317073170731708,0.15476190476190477,0.14705882352941177,0.13636363636363635,0.029411764705882353,0.20714285714285713,0.11673151750972763,0.1115702479338843,0.13733075435203096,0.12184115523465705,0.0,0.22862823061630216,0.06666666666666667,0.0,0.12992125984251968,0.19047619047619047,0.08368200836820083,0.12841091492776888
0.3075060532687651,0.0,0.07645889336917562,0.29310344827586204,0.3215339233038348,0.2975,0.3,0.2682926829268293,0.21428571428571427,0.2647058823529412,0.18181818181818182,0.1764705882352941,0.17857142857142858,0.21011673151750973,0.24793388429752067,0.2940038684719536,0.29693140794223827,0.0,0.3876739562624254,0.0,0.058823529411764705,0.17716535433070865,0.31746031746031744,0.3179916317991632,0.19743178170144463
0.37046004842615016,0.0196078431372549,0.12602206541218638,0.3850574712643678,0.28908554572271383,0.4425,0.32,0.4634146341463415,0.31746031746031744,0.4411764705882353,0.29545454545454547,0.4117647058823529,0.22142857142857142,0.24513618677042803,0.19008264462809918,0.25338491295938104,0.322202166064982,0.2,0.42644135188866794,0.13333333333333333,0.0,0.16929133858267717,0.09523809523809523,0.2635983263598326,0.19743178170144463
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.005802707930367505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24213075060532688,0.1764705882352941,0.11626344086021505,0.12068965517241378,0.17699115044247787,0.1675,0.16,0.14634146341463417,0.26587301587301587,0.2647058823529412,0.1590909090909091,0.10784313725490197,0.20714285714285713,0.23346303501945526,0.16942148760330578,0.21083172147001936,0.16335740072202168,0.1,0.257455268389662,0.06666666666666667,0.058823529411764705,0.12598425196850394,0.09523809523809523,0.1715481171548117,0.17335473515248798
0.14527845036319614,0.0196078431372549,0.035632280465949816,0.07183908045977011,0.06489675516224189,0.09,0.14,0.12195121951219512,0.12301587301587301,0.058823529411764705,0.06818181818181818,0.029411764705882353,0.14285714285714285,0.15175097276264593,0.07851239669421488,0.11798839458413926,0.09927797833935019,0.0,0.1332007952286282,0.06666666666666667,0.058823529411764705,0.10236220472440945,0.06349206349206349,0.04184100418410042,0.12680577849117175
0.4067796610169492,0.0196078431372549,0.10350862455197132,0.33045977011494254,0.38348082595870203,0.3625,0.42,0.34146341463414637,0.3849206349206349,0.4411764705882353,0.2272727272727273,0.22549019607843138,0.3071428571428571,0.3151750972762646,0.3140495867768595,0.3365570599613153,0.3592057761732852,0.1,0.44035785288270374,0.06666666666666667,0.0,0.18110236220472442,0.3492063492063492,0.37656903765690375,0.25682182985553775
0.3898305084745763,0.0,0.10328461021505377,0.28448275862068967,0.2831858407079646,0.26,0.2,0.34146341463414637,0.2857142857142857,0.3529411764705882,0.2272727272727273,0.1764705882352941,0.3214285714285714,0.14785992217898833,0.243801652892562,0.30754352030947774,0.2851985559566787,0.1,0.42544731610337966,0.06666666666666667,0.0,0.22834645669291337,0.47619047619047616,0.3138075313807531,0.2086677367576244
0.21307506053268765,0.0,0.030969982078853046,0.11494252873563218,0.1799410029498525,0.1275,0.18,0.21951219512195122,0.23412698412698413,0.1764705882352941,0.09090909090909091,0.09803921568627451,0.22857142857142856,0.08171206225680934,0.07024793388429752,0.1702127659574468,0.11732851985559567,0.1,0.2306163021868787,0.06666666666666667,0.0,0.1732283464566929,0.23809523809523808,0.15481171548117154,0.15890850722311398
0.2324455205811138,0.09803921568627451,0.056213597670250894,0.16379310344827586,0.23893805309734512,0.1425,0.14,0.0975609756097561,0.20634920634920634,0.14705882352941177,0.09090909090909091,0.029411764705882353,0.22142857142857142,0.21400778210116733,0.1487603305785124,0.17794970986460348,0.13537906137184116,0.0,0.2693836978131212,0.06666666666666667,0.0,0.09448818897637795,0.2222222222222222,0.1924686192468619,0.13964686998394865
0.002421307506053269,0.0,4.2002688172043014e-05,0.005747126436781609,0.0,0.004999999999999999,0.02,0.0,0.003968253968253968,0.0,0.0,0.00980392156862745,0.0,0.0,0.008264462809917356,0.0019342359767891683,0.0009025270758122744,0.0,0.005964214711729622,0.0,0.0,0.0,0.0,0.0,0.0016051364365971107
0.0,0.0,7.000448028673835e-05,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038684719535783366,0.0009025270758122744,0.0,0.0,0.0,0.058823529411764705,0.003937007874015748,0.0,0.0,0.004815409309791332
0.3026634382566586,0.0,0.059251792114695334,0.20114942528735633,0.2654867256637168,0.2475,0.12,0.17073170731707318,0.3134920634920635,0.29411764705882354,0.13636363636363635,0.16666666666666666,0.3214285714285714,0.22957198443579768,0.39669421487603307,0.2514506769825919,0.2581227436823105,0.0,0.3111332007952286,0.0,0.0,0.11811023622047244,0.1746031746031746,0.2301255230125523,0.1926163723916533
0.23486682808716708,0.0,0.054043458781362005,0.09195402298850575,0.18584070796460178,0.1,0.14,0.0975609756097561,0.1984126984126984,0.08823529411764705,0.06818181818181818,0.0392156862745098,0.20714285714285713,0.0933852140077821,0.10743801652892562,0.15667311411992263,0.06949458483754513,0.0,0.2306163021868787,0.06666666666666667,0.0,0.14566929133858267,0.09523809523809523,0.20502092050209203,0.18619582664526485
