arrays,bitfields,comma_operators,compound_assignment,consts,divs,embedded_assigns,pre_incr_operator,pre_decr_operator,post_incr_operator,post_decr_operator,unary_plus_operator,jumps,longlong,int8,uint8,float,math64,inline_function,muls,safe_math,packed_struct,paranoid,pointers,structs,unions,volatiles,volatile_pointers,const_pointers,global_variables,builtins
0.0,0.0,0.001178859126334403,0.03431372549019608,0.0,0.0,0.1819505094614265,0.0,0.0,0.0,0.045454545454545456,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.26459143968871596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01569629095989696,0.3758169934640523,0.0,0.0,0.3231441048034935,0.0,0.0,0.0,0.0,0.0,0.1678832116788321,0.047244094488188976,0.3128491620111732,0.0,0.0,0.0016611295681063123,0.5,0.20817120622568094,0.0,0.0,0.0,0.00017937219730941703,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315
0.0025575447570332483,0.0,0.00015281507193223745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.007662584321173621,0.2450980392156863,0.0,0.0,0.21106259097525473,0.0,0.0,0.0,0.0,0.0,0.08029197080291971,0.047244094488188976,0.16201117318435754,0.0,0.0,0.0016611295681063123,0.7000000000000001,0.12840466926070038,0.0,0.0,0.0,0.00017937219730941703,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315
0.0,0.1276595744680851,0.008339336782587815,0.08333333333333334,0.0996309963099631,0.0,0.06986899563318777,0.0,0.0,0.015503875968992248,0.09090909090909091,0.0,0.072992700729927,0.031496062992125984,0.0,0.0,0.0,0.0016611295681063123,0.5,0.0019455252918287938,0.0,0.0,0.0,0.18708520179372196,0.15000000000000002,0.30000000000000004,0.0,0.0,0.08558558558558559,0.0,0.5789473684210527
0.13043478260869568,0.02127659574468085,0.06671469426070252,0.10620915032679738,0.07011070110701106,0.0,0.10771470160116449,0.13333333333333333,0.14545454545454545,0.1511627906976744,0.09090909090909091,0.08695652173913043,0.13138686131386862,0.031496062992125984,0.08379888268156425,0.07766990291262135,0.0875,0.0016611295681063123,0.5,0.0,0.05697008274984086,0.0,0.0,0.00017937219730941703,0.0,0.1,0.010256410256410256,0.0,0.0,0.09523809523809523,0.8421052631578947
0.09974424552429668,0.0,0.03516929726897636,0.026143790849673203,0.06642066420664207,0.0,0.027656477438136828,0.0,0.0,0.10852713178294573,0.015151515151515152,0.017391304347826087,0.0072992700729927005,0.023622047244094488,0.0558659217877095,0.15048543689320387,0.04583333333333333,0.0016611295681063123,0.7000000000000001,0.0,0.010184595798854232,0.0,0.005988023952095809,0.017757847533632284,0.0,0.0,0.11282051282051282,0.19148936170212766,0.036036036036036036,0.13032581453634084,0.3157894736842105
0.11253196930946292,0.0,0.047438164472678845,0.058823529411764705,0.07011070110701106,0.0,0.2532751091703057,0.0,0.01818181818181818,0.0,0.0,0.22608695652173913,0.2408759124087591,0.0,0.1229050279329609,0.1407766990291262,0.10416666666666667,0.0,0.5,0.0,0.24793125397835772,0.0,0.0,0.00017937219730941703,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.02127659574468085,0.002881655642150763,0.02777777777777778,0.0,0.0,0.14410480349344978,0.0,0.0,0.0,0.0,0.0,0.0364963503649635,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0019455252918287938,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.08270676691729323,0.0
0.26854219948849106,0.0,0.09465802169974022,0.08333333333333334,0.0,0.08865248226950355,0.25036390101892286,0.0,0.0,0.0,0.0,0.0,0.13138686131386862,0.09448818897637795,0.0,0.0048543689320388345,0.30416666666666664,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.05596412556053811,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947
0.2480818414322251,0.0,0.10836771672451809,0.17647058823529413,0.0,0.0,0.5312954876273653,0.0,0.0,0.0,0.0,0.0,0.3357664233576642,0.047244094488188976,0.0,0.0,0.0,0.0016611295681063123,0.7000000000000001,0.0019455252918287938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315
0.0,0.2553191489361702,0.013338572707228154,0.05065359477124183,0.0,0.0,0.17612809315866085,0.0,0.0,0.0,0.0,0.0,0.08759124087591241,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0019455252918287938,0.0,0.42857142857142855,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.045112781954887216,0.0
0.0,0.0,0.002663348396533281,0.04738562091503268,0.0,0.0,0.13682678311499272,0.0,0.0,0.0,0.0,0.0,0.10218978102189781,0.047244094488188976,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.06766917293233082,0.7894736842105263
0.0,0.0,0.0033837623070709717,0.03431372549019608,0.0,0.0,0.11644832605531297,0.0,0.0,0.0,0.0,0.0,0.043795620437956206,0.047244094488188976,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03759398496240601,0.8421052631578947
0.0,0.0,0.0018337808631868492,0.04411764705882353,0.0,0.0,0.17176128093158663,0.0,0.0,0.0,0.0,0.0,0.072992700729927,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.22762645914396887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.1830724561748205e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031826861871419476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0792838874680307,0.2765957446808511,0.02591307005479512,0.024509803921568627,0.05166051660516605,0.0,0.059679767103347894,0.08333333333333333,0.0,0.0,0.015151515151515152,0.026086956521739132,0.021897810218978103,0.07874015748031496,0.0111731843575419,0.02427184466019417,0.058333333333333334,0.026578073089700997,0.2,0.0,0.014640356460852958,0.0,0.011976047904191617,0.018834080717488787,0.1,0.1,0.09230769230769231,0.0425531914893617,0.02702702702702703,0.08521303258145363,0.21052631578947367
0.010230179028132993,0.06382978723404255,0.001593642893007619,0.004901960784313725,0.0036900369003690036,0.0,0.008733624454148471,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0111731843575419,0.0048543689320388345,0.008333333333333333,0.0033222591362126247,0.1,0.0,0.002864417568427753,0.14285714285714285,0.0,0.00035874439461883406,0.05,0.0,0.0,0.0,0.0,0.007518796992481203,0.0
0.0,0.02127659574468085,0.005763311284301527,0.04738562091503268,0.16236162361623616,0.0,0.1455604075691412,0.0,0.0,0.05426356589147287,0.0,0.0,0.08759124087591241,0.03937007874015748,0.0782122905027933,0.07766990291262135,0.4708333333333333,0.0,0.5,0.0,0.05601527689369828,0.0,0.15868263473053892,0.29991031390134526,0.0,0.1,0.0,0.0,0.14414414414414414,0.0,0.7894736842105263
0.0,0.0,0.010915362280874103,0.0,0.0,0.0,0.11353711790393013,0.06666666666666667,0.01818181818181818,0.0,0.0,0.0,0.11678832116788321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575429662635264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2480818414322251,0.06382978723404255,0.13345121924596678,0.09640522875816994,0.3247232472324723,0.0,0.5138282387190685,0.016666666666666666,0.12727272727272726,0.0,0.07575757575757576,0.24347826086956523,0.31386861313868614,0.0,0.111731843575419,0.10194174757281553,0.0,0.0016611295681063123,0.30000000000000004,0.0,0.15595162316995542,0.14285714285714285,0.407185628742515,0.04771300448430493,0.05,0.0,0.0,0.0,0.3018018018018018,0.09022556390977443,0.05263157894736842
0.24040920716112535,0.0851063829787234,0.12251402624053093,0.303921568627451,0.08856088560885608,0.0,0.3289665211062591,0.4,0.32727272727272727,0.26356589147286824,0.3787878787878788,0.28695652173913044,0.40145985401459855,0.0,0.24022346368715083,0.21844660194174756,0.15416666666666667,0.0016611295681063123,0.5,0.0,0.34213876511775937,0.2857142857142857,0.0,0.00017937219730941703,0.1,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
0.0,0.10638297872340426,0.007007662584321174,0.0392156862745098,0.0,0.0,0.10771470160116449,0.0,0.0,0.0,0.0,0.0,0.06569343065693431,0.047244094488188976,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02756892230576441,0.7894736842105263
0.2659846547314578,0.0,0.09688475560503854,0.22058823529411764,0.0,0.0,0.6506550218340612,0.0,0.0,0.0,0.0,0.0,0.46715328467153283,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.005836575875486381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18925831202046037,0.0,0.11458947322461634,0.08660130718954248,0.0,0.0,0.4177583697234352,0.18333333333333332,0.09090909090909091,0.0,0.0,0.22608695652173913,0.4817518248175182,0.48031496062992124,0.111731843575419,0.18932038834951453,0.15833333333333333,0.3289036544850498,0.2,0.0,0.27148313176320815,0.0,0.0,0.00017937219730941703,0.0,0.0,0.03076923076923077,0.0,0.0,0.07518796992481203,0.9473684210526315
