arrays,bitfields,comma_operators,compound_assignment,consts,divs,embedded_assigns,pre_incr_operator,pre_decr_operator,post_incr_operator,post_decr_operator,unary_plus_operator,jumps,longlong,int8,uint8,float,math64,inline_function,muls,safe_math,packed_struct,paranoid,pointers,structs,unions,volatiles,volatile_pointers,const_pointers,global_variables,builtins
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46987951807228917,0.0,0.14680817794456824,0.2884310618066561,0.0,0.0,0.47512437810945274,0.4358974358974359,0.36507936507936506,0.0,0.2567567567567568,0.0,0.16901408450704225,0.2711864406779661,0.0,0.34806629834254144,0.0,0.2515151515151515,0.5,0.0,0.0,0.0,0.46619217081850534,0.07335099707153815,0.0,0.0,0.1443850267379679,0.32075471698113206,0.0,0.29754601226993865,0.05263157894736842
0.0,0.0,0.019291661780227513,0.06973058637083994,0.07662835249042145,0.0,0.16791044776119401,0.0,0.12698412698412698,0.06756756756756757,0.0,0.0,0.15492957746478875,0.3050847457627119,0.0,0.13812154696132595,0.0,0.15454545454545454,0.0,0.0,0.19730941704035873,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.09815950920245399,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.020833333333333332,0.08121261874047145,0.11251980982567354,0.2222222222222222,0.015810276679841896,0.11318407960199005,0.1282051282051282,0.0,0.2972972972972973,0.08108108108108109,0.0,0.09154929577464789,0.1638418079096045,0.0,0.0,0.0,0.07272727272727272,0.5,0.0,0.0,0.0,0.11743772241992882,0.03165527820387673,0.14285714285714285,0.41666666666666663,0.0,0.0,0.14871794871794872,0.17177914110429449,0.631578947368421
0.16626506024096388,0.020833333333333332,0.08455494312184825,0.017432646592709985,0.2375478927203065,0.0,0.029850746268656716,0.02564102564102564,0.015873015873015872,0.17567567567567569,0.02702702702702703,0.006622516556291391,0.02112676056338028,0.10734463276836158,0.15425531914893617,0.16574585635359115,0.0,0.048484848484848485,0.0,0.0,0.007687379884689301,0.0,0.0,0.028866266908380983,0.07142857142857142,0.08333333333333333,0.3529411764705882,0.43396226415094336,0.2,0.4785276073619632,0.0
0.0,0.0,0.004612798561432313,0.0,0.12260536398467432,0.0,0.06965174129353234,0.01282051282051282,0.047619047619047616,0.02252252252252252,0.0,0.0,0.056338028169014086,0.0,0.05851063829787234,0.0,0.0,0.0007575757575757576,0.30000000000000004,0.0,0.051249199231262005,0.0,0.0,0.022730442058290338,0.0,0.0,0.0,0.0,0.06153846153846154,0.0736196319018405,0.0
0.11566265060240966,0.0,0.02697314413040929,0.04595879556259905,0.15708812260536398,0.021739130434782608,0.055970149253731345,0.0,0.0,0.08108108108108109,0.0,0.0,0.07746478873239437,0.1638418079096045,0.06382978723404255,0.08839779005524862,0.21014492753623187,0.03106060606060606,0.0,0.0,0.0,0.0,0.0,0.026635057871984384,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.3684210526315789
0.527710843373494,0.0,0.22850944060044565,0.0919175911251981,0.3946360153256705,0.12055335968379446,0.21393034825870647,0.0641025641025641,0.0,0.44144144144144143,0.0,0.1390728476821192,0.16901408450704225,0.0,0.24468085106382978,0.0,0.5652173913043478,0.0007575757575757576,0.5,0.11666666666666667,0.0,0.0,0.0,0.08994561427973784,0.07142857142857142,0.0,0.0,0.0,0.3230769230769231,0.0,0.0
0.0,0.0,0.0030100465189007468,0.01901743264659271,0.0,0.0,0.02860696517412935,0.0,0.047619047619047616,0.0,0.0945945945945946,0.0,0.007042253521126761,0.01694915254237288,0.0,0.0,0.06521739130434782,0.0,0.4,0.0,0.020499679692504803,0.0,0.03914590747330961,0.13917166364523778,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421
0.0,0.14583333333333331,0.007779211133262969,0.08874801901743265,0.11494252873563218,0.0,0.23507462686567163,0.0,0.0,0.0,0.0,0.0,0.3028169014084507,0.03389830508474576,0.14893617021276595,0.0,0.08333333333333333,0.0007575757575757576,0.4,0.001851851851851852,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.12576687116564417,0.9473684210526315
0.15180722891566267,0.0,0.062175051796255036,0.0729001584786054,0.0,0.0,0.15049751243781095,0.0,0.1111111111111111,0.0,0.06756756756756757,0.0,0.14084507042253522,0.0,0.19148936170212766,0.0,0.0,0.0,0.4,0.0,0.05605381165919282,0.0,0.07829181494661921,0.025658903918560873,0.0,0.25,0.1229946524064171,0.03773584905660377,0.0,0.1687116564417178,0.05263157894736842
0.0,0.22916666666666666,0.02017122082795825,0.12678288431061807,0.0,0.0,0.1417910447761194,0.0,0.0,0.04954954954954955,0.0,0.0,0.056338028169014086,0.23163841807909605,0.0,0.06077348066298342,0.028985507246376812,0.06287878787878788,0.4,0.0,0.08616271620755925,0.42857142857142855,0.0,0.00013945056477478735,0.3571428571428571,0.41666666666666663,0.0,0.0,0.0,0.0,0.8421052631578947
0.0,0.0,0.011825182752824362,0.05229793977812995,0.07279693486590037,0.0,0.09328358208955223,0.07692307692307693,0.0,0.0,0.10810810810810811,0.0,0.04225352112676056,0.03389830508474576,0.0,0.13812154696132595,0.0,0.0007575757575757576,0.0,0.0,0.09769378603459321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315
0.0,0.0,0.022399437082209456,0.04120443740095087,0.0,0.0,0.1517412935323383,0.15384615384615385,0.12698412698412698,0.02252252252252252,0.1891891891891892,0.13245033112582782,0.09154929577464789,0.0,0.0,0.143646408839779,0.13405797101449277,0.0,0.0,0.0,0.2530429212043562,0.0,0.0,0.00013945056477478735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1951807228915663,0.0,0.0774989249833861,0.2694136291600634,0.09961685823754789,0.0,0.24502487562189054,0.21794871794871795,0.0,0.3108108108108108,0.0,0.152317880794702,0.24647887323943662,0.4463276836158192,0.0,0.1878453038674033,0.0,0.1734848484848485,0.6000000000000001,0.0,0.18866111467008326,0.0,0.0,0.00013945056477478735,0.0,0.0,0.0374331550802139,0.0,0.0,0.17484662576687116,0.9473684210526315
0.11566265060240966,0.0,0.038739689613384934,0.10142630744849446,0.0,0.021739130434782608,0.07835820895522388,0.0,0.0,0.08558558558558559,0.0945945945945946,0.0,0.09154929577464789,0.1694915254237288,0.15425531914893617,0.12154696132596685,0.0,0.045454545454545456,0.7000000000000001,0.001851851851851852,0.0,0.0,0.0,0.02259099149351555,0.0,0.0,0.1122994652406417,0.33962264150943394,0.0,0.1687116564417178,0.47368421052631576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0019741214182401002,0.009508716323296355,0.0,0.003952569169960474,0.014925373134328358,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.022598870056497175,0.30851063829787234,0.0055248618784530384,0.0,0.009848484848484848,0.5,0.0,0.0,0.0,0.0,0.020220331892344165,0.0,0.25,0.1497326203208556,0.1320754716981132,0.0,0.17791411042944785,0.15789473684210525
0.10602409638554218,0.0,0.06055275399710723,0.020602218700475437,0.0,0.0,0.12064676616915422,0.0,0.031746031746031744,0.0,0.02702702702702703,0.09271523178807947,0.11267605633802817,0.14689265536723164,0.05319148936170213,0.0,0.05434782608695652,0.058333333333333334,0.0,0.0,0.11114670083279948,0.0,0.0,0.00013945056477478735,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
0.32289156626506027,0.0,0.12642195379383137,0.3486529318541997,0.0,0.17391304347826086,0.31840796019900497,0.24358974358974358,0.42857142857142855,0.0,0.3783783783783784,0.09933774834437085,0.17605633802816903,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.1462962962962963,0.0,0.0,0.0,0.00013945056477478735,0.0,0.25,0.0,0.0,0.0,0.0,0.9473684210526315
0.09397590361445785,0.0,0.03342324381376803,0.04120443740095087,0.11494252873563218,0.02569169960474308,0.08582089552238806,0.11538461538461538,0.06349206349206349,0.06756756756756757,0.0,0.013245033112582781,0.14788732394366197,0.022598870056497175,0.026595744680851064,0.0718232044198895,0.0,0.0007575757575757576,0.8,0.0,0.0,0.0,0.0,0.016176265513875333,0.0,0.0,0.16042780748663102,0.16981132075471697,0.10256410256410256,0.1411042944785276,0.6842105263157894
0.25542168674698795,0.041666666666666664,0.20632500684101482,0.35023771790808245,0.0,0.24505928853754938,0.3370646766169154,0.0,0.0,0.23873873873873874,0.20270270270270271,0.0,0.4647887323943662,0.3785310734463277,0.0,0.22099447513812154,0.13043478260869565,0.24696969696969698,0.0,0.001851851851851852,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.1196319018404908,0.9473684210526315
0.0,0.0,0.006860560572299754,0.0427892234548336,0.0,0.0,0.0845771144278607,0.0,0.0,0.0,0.05405405405405406,0.033112582781456956,0.04225352112676056,0.03389830508474576,0.10638297872340426,0.0,0.0,0.0007575757575757576,0.4,0.0,0.04932735426008968,0.0,0.07829181494661921,0.030958025380002793,0.0,0.0,0.0,0.0,0.0,0.0,1.0
