i,cfile,argc,arrays,bitfields,comma_operators,compound_assignment,consts,divs,embedded_assigns,pre_incr_operator,pre_decr_operator,post_incr_operator,post_decr_operator,unary_plus_operator,jumps,longlong,int8,uint8,float,main,math64,inline_function,muls,safe_math,packed_struct,paranoid,pointers,structs,unions,volatiles,volatile_pointers,const_pointers,global_variables,builtins
1,4871.c,0,0,0,55,21,0,0,125,0,0,0,3,0,4,0,0,0,0,1,1,0,136,0,0,0,0,0,0,0,0,0,1,0
2,6344.c,1,0,0,720,230,0,0,222,0,0,0,0,0,23,6,56,0,0,1,1,10,107,0,0,0,1,0,0,0,0,0,1,18
3,3522.c,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1654.c,1,0,0,352,150,0,0,145,0,0,0,0,0,11,6,29,0,0,1,1,14,66,0,0,0,1,0,0,0,0,0,1,18
5,4032.c,0,0,6,383,51,27,0,48,0,0,4,6,0,10,4,0,0,0,1,1,10,1,0,0,0,1043,3,3,0,0,19,1,11
6,1285.c,1,51,1,3057,65,19,0,74,8,8,39,6,10,18,4,15,16,21,1,1,10,0,179,0,0,1,0,1,2,0,0,39,16
7,6795.c,1,39,0,1612,16,18,0,19,0,0,28,1,2,1,3,10,31,11,1,1,14,0,32,0,2,99,0,0,22,9,8,53,6
8,3567.c,1,44,0,2174,36,19,0,174,0,1,0,0,26,33,0,22,29,25,1,0,10,0,779,0,0,1,0,1,0,0,0,1,0
9,6301.c,0,0,1,133,17,0,0,99,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,34,0
10,4834.c,0,105,0,4337,51,0,25,172,0,0,0,0,0,18,12,0,1,73,1,43,0,0,0,0,0,312,0,0,0,0,0,1,16
11,4077.c,0,97,0,4965,108,0,0,365,0,0,0,0,0,46,6,0,0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,1,18
12,1611.c,0,0,12,612,31,0,0,121,0,0,0,0,0,12,0,0,0,0,1,1,0,1,0,9,0,0,4,1,0,0,0,19,0
13,9539.c,0,0,0,123,29,0,0,94,0,0,0,0,0,14,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,28,15
14,695.c,0,0,0,156,21,0,0,80,0,0,0,0,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,16
15,7795.c,0,0,0,85,27,0,0,118,0,0,0,0,0,10,0,0,0,0,1,1,0,117,0,0,0,0,0,0,0,0,0,1,0
16,2522.c,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17,7344.c,1,31,13,1188,15,14,0,41,5,0,0,1,3,3,10,2,5,14,1,16,4,0,46,0,4,105,2,1,18,2,6,35,4
18,5871.c,1,4,3,74,3,1,0,6,0,0,6,0,0,0,0,2,1,2,1,2,2,0,9,3,0,2,1,0,0,0,0,4,0
19,5032.c,1,0,1,265,29,44,0,100,0,0,14,0,0,12,5,14,16,113,1,0,10,0,176,0,53,1672,0,1,0,0,32,1,15
20,244.c,0,0,0,501,0,0,0,78,4,1,0,0,0,16,0,0,0,0,1,0,0,0,495,0,0,0,0,0,0,0,0,1,0
21,8539.c,1,97,3,6114,59,88,0,353,1,7,0,5,28,43,0,20,21,0,1,1,6,0,490,3,136,266,1,0,0,0,67,37,1
22,5834.c,1,94,4,5613,186,24,0,226,24,18,68,25,33,55,0,43,45,37,1,1,10,0,1075,6,0,1,2,0,0,0,0,85,0
23,7301.c,0,0,5,322,24,0,0,74,0,0,0,0,0,9,6,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,12,15
24,2567.c,0,104,0,4439,135,0,0,447,0,0,0,0,0,64,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0
25,201.c,1,74,0,5250,53,0,0,287,11,5,0,0,26,66,61,20,39,38,1,198,4,0,853,0,0,1,0,0,6,0,0,31,18
26,5077.c,1,0,0,575,0,0,0,74,4,1,2,0,15,8,0,16,14,26,1,0,0,0,524,0,0,1,0,0,0,0,0,15,0
27,8214.c,0,0,0,58,23,0,0,84,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28,7469.c,0,98,0,4896,63,66,0,114,7,13,36,8,6,24,49,0,0,68,1,88,0,0,174,0,35,177,0,0,0,0,40,1,15
29,569.c,0,0,0,287,29,0,0,98,0,0,0,0,0,9,6,0,0,0,1,1,0,37,0,0,0,329,0,0,0,0,0,1,17
30,8680.c,1,184,1,11288,151,93,0,305,21,16,0,0,12,41,33,44,41,48,1,114,12,0,253,3,0,431,2,1,74,21,54,237,16
31,8251.c,1,0,0,571,64,0,0,115,9,10,15,0,18,13,6,32,33,21,1,0,8,0,395,0,0,1,0,0,4,0,0,53,17
32,9214.c,1,155,0,7020,91,83,0,189,18,18,71,11,20,41,0,47,30,125,1,0,12,0,435,0,29,289,0,0,0,0,50,1,1
33,9251.c,0,0,0,154,34,0,0,125,0,0,0,0,0,10,6,0,0,0,1,1,0,66,0,0,0,0,0,0,0,0,0,1,18
34,6469.c,0,0,0,603,165,0,0,164,0,0,0,0,0,14,6,0,0,0,1,1,0,71,0,0,0,0,0,5,0,0,0,35,18
35,9680.c,0,0,0,667,0,0,0,117,0,0,0,0,0,18,0,0,0,0,1,1,0,0,638,0,0,0,0,0,0,0,0,1,0
36,1179.c,0,0,0,446,0,10,0,83,2,2,0,2,9,10,48,6,13,16,1,83,0,0,293,0,0,0,0,0,2,0,0,32,18
37,6494.c,0,0,0,52,31,0,0,139,0,0,0,0,0,20,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
38,1184.c,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0
39,6806.c,1,113,1,4486,48,72,0,100,8,11,68,15,5,23,34,40,46,27,1,90,16,0,122,0,35,270,0,3,52,6,54,145,15
40,1555.c,1,233,0,9226,160,99,0,217,13,19,108,18,9,27,63,66,66,109,1,191,8,0,272,0,57,512,0,0,0,0,67,1,19
41,4333.c,0,50,0,1570,46,47,0,46,0,0,31,7,0,12,2,0,0,0,1,3,8,8,0,0,15,167,0,0,21,4,28,60,8
42,6045.c,0,0,0,224,20,0,0,71,0,0,0,0,0,11,38,0,0,0,1,154,0,1,0,0,0,113,0,0,0,0,0,1,0
43,3623.c,0,0,0,204,26,0,0,128,0,0,0,0,0,8,6,0,0,0,1,1,0,63,0,0,0,0,0,0,0,0,0,1,17
44,1982.c,1,170,0,10876,125,103,0,223,17,19,126,9,5,42,43,26,52,54,1,103,8,0,239,0,82,431,1,1,43,19,60,214,17
45,9638.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,4376.c,1,0,0,169,21,30,0,47,0,0,8,0,0,12,20,8,5,18,1,43,14,0,109,0,12,726,0,0,0,0,12,1,12
47,1510.c,1,0,0,369,33,59,0,142,12,0,0,0,0,15,8,0,0,0,1,6,8,0,0,0,0,220,0,0,10,7,36,44,17
48,6843.c,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
49,3666.c,0,0,0,601,153,0,0,160,0,0,0,0,0,25,6,0,0,0,1,1,0,81,0,0,0,0,0,2,7,0,0,35,17
50,6000.c,1,233,0,9115,196,95,0,324,25,23,0,0,16,52,57,85,55,47,1,216,16,0,397,0,0,572,0,0,66,10,61,153,18
51,145.c,0,98,2,5244,56,91,0,168,0,0,0,0,0,19,0,0,0,0,1,1,0,0,0,0,0,308,1,2,0,0,56,1,0
52,5333.c,0,0,0,644,0,16,0,79,2,0,0,0,9,9,42,22,13,11,1,92,0,0,312,0,0,0,0,0,1,0,0,33,18
53,7806.c,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0
54,2623.c,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
55,7045.c,1,0,0,468,54,0,0,79,8,14,11,0,8,15,6,26,19,24,1,2,12,0,278,0,0,1,0,0,13,0,0,50,18
56,906.c,1,164,30,7548,59,73,0,139,13,11,59,9,23,31,0,97,19,36,1,0,6,0,324,15,28,329,6,2,0,0,47,1,1
57,7494.c,0,31,0,1918,44,0,0,82,0,1,19,3,16,15,22,16,12,13,1,72,0,0,374,0,0,0,0,0,0,0,0,1,0
58,594.c,0,160,0,9581,529,0,0,507,0,0,0,0,0,63,0,86,0,0,1,1,0,0,2576,0,0,0,0,0,0,0,0,56,0
59,7843.c,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0
60,5376.c,0,0,0,1278,59,0,0,227,0,0,0,0,0,37,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,32,0
61,100.c,1,108,0,7493,46,0,0,398,7,7,73,0,91,64,0,51,52,65,1,0,0,0,2402,0,0,1,0,0,0,0,0,46,0
62,943.c,0,0,0,305,41,0,0,175,0,0,0,0,0,15,6,0,0,0,1,1,0,79,0,0,0,0,0,0,0,0,0,1,18
63,7000.c,0,0,0,1281,0,0,0,235,0,0,0,0,0,24,0,0,0,0,1,1,0,0,1315,0,0,0,0,0,0,0,0,1,0
64,2666.c,1,0,4,131,0,76,0,29,2,0,0,1,0,2,0,14,13,0,1,1,16,0,74,3,10,166,1,0,0,0,56,1,1
65,8638.c,0,0,0,40,24,0,0,115,0,0,0,0,0,11,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0
66,52.c,0,76,0,2997,156,0,0,260,0,0,67,0,61,39,0,0,0,49,1,1,0,221,0,0,0,0,0,0,0,0,0,41,0
67,8956.c,1,0,0,113,12,0,0,40,6,6,7,4,2,2,22,34,22,26,1,39,10,0,55,0,24,1198,0,1,0,0,0,1,7
68,8115.c,1,0,0,449,11,13,0,47,7,6,9,1,13,7,0,27,29,0,1,0,16,0,301,0,0,1,0,0,9,0,0,40,0
69,2908.c,1,1,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,1,0
70,17.c,0,0,0,108,12,0,0,32,0,0,0,0,0,3,16,6,6,0,1,40,0,0,0,0,0,70,0,0,0,0,0,1,0
71,8913.c,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0
72,8150.c,0,0,0,751,0,0,0,143,5,8,0,0,0,19,0,0,0,0,1,0,0,0,752,0,0,0,0,0,0,0,0,1,0
73,8581.c,0,0,0,104,13,0,0,47,0,0,0,0,0,3,5,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,1,14
74,668.c,1,120,0,4548,100,64,0,118,9,11,64,12,2,20,49,30,33,58,1,103,12,0,179,0,0,275,0,1,22,15,43,78,17
75,7768.c,0,142,0,4241,84,86,0,129,11,9,57,9,11,34,6,0,0,123,1,0,0,0,184,0,0,292,0,0,0,0,54,1,18
76,3908.c,0,132,0,5581,99,0,0,493,15,3,0,2,80,41,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,54,0
77,9956.c,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,2,1,0,0,0,1,0
78,9115.c,0,0,0,157,46,0,0,185,0,0,0,0,0,11,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,43,0
79,1278.c,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0
80,9581.c,1,61,0,3452,31,0,0,231,8,3,0,0,27,46,44,29,18,22,1,136,10,0,642,0,0,1,0,0,7,0,0,30,18
81,6768.c,1,106,0,4651,75,101,0,110,10,8,44,4,12,19,35,41,45,53,1,182,8,0,259,0,43,311,0,0,0,0,59,1,1
82,9913.c,1,85,0,4069,90,22,0,191,11,15,44,5,45,22,0,39,33,31,1,0,8,0,906,0,0,1,0,0,0,0,0,46,0
83,9150.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84,7589.c,0,78,0,4397,34,0,0,307,0,0,0,0,54,38,0,51,55,0,1,1,12,0,1471,0,0,0,0,0,0,0,0,1,0
85,8760.c,0,42,0,2454,138,0,0,157,0,0,0,0,0,16,49,33,21,0,1,177,0,0,702,0,0,0,0,0,2,0,0,30,0
86,489.c,1,166,0,8602,275,12,0,359,41,35,114,27,25,72,6,65,60,66,1,3,16,0,920,0,0,1,0,0,0,0,0,76,18
87,7158.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88,8725.c,0,0,0,203,28,0,0,70,0,0,0,0,0,10,22,0,0,0,1,94,0,0,0,0,0,111,0,0,0,0,0,1,0
89,1448.c,1,56,6,5504,20,32,0,75,1,2,0,6,3,4,19,11,6,17,1,35,6,0,66,6,14,155,4,1,75,24,14,124,7
90,6158.c,1,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0
91,6589.c,0,0,0,58,48,0,0,230,0,0,0,0,0,22,0,0,0,0,1,1,0,239,0,0,0,0,0,0,0,0,0,1,0
92,1099.c,1,0,1,104,43,0,0,180,0,0,0,0,0,19,0,0,39,0,1,1,0,1,0,0,0,1,0,2,4,0,0,19,0
93,9760.c,1,0,9,208,23,0,0,51,4,5,5,6,4,9,24,21,14,19,1,61,10,0,66,0,16,1136,1,0,0,0,0,1,6
94,9725.c,1,0,0,607,81,0,0,124,17,8,20,0,12,29,6,35,30,23,1,0,12,0,426,0,0,1,0,0,13,0,0,53,17
95,3487.c,0,0,0,93,23,0,0,95,0,0,0,0,0,11,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,23,0
96,4197.c,1,0,0,72,19,0,0,106,0,0,0,0,0,10,0,0,25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
97,9008.c,0,0,0,222,24,0,0,55,0,0,0,0,0,6,32,0,0,0,1,98,0,0,0,0,0,95,0,0,0,0,0,1,0
98,4546.c,0,86,0,5364,129,0,0,258,0,13,52,14,52,38,51,31,39,37,1,217,0,0,1370,0,0,0,0,0,0,0,0,1,0
99,1320.c,1,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100,3815.c,1,82,0,3360,84,53,0,148,0,0,0,13,0,7,5,51,30,0,1,1,12,22,0,0,80,217,0,1,31,13,44,68,16
101,3056.c,1,1,0,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,4,0,0,1,0,0,6,0
102,6630.c,0,103,4,4462,134,91,0,182,0,0,61,14,0,22,0,75,0,0,1,1,10,59,0,0,85,342,1,2,65,12,52,162,1
103,4991.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,1,0
104,3850.c,1,67,3,4768,16,71,0,84,5,2,25,4,8,12,12,3,4,24,1,40,10,0,170,6,28,225,3,0,0,0,43,1,1
105,1365.c,0,0,0,288,42,0,0,147,0,0,0,0,0,21,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,23,17
106,4503.c,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107,6675.c,1,109,2,5689,26,98,0,177,4,1,67,0,7,31,28,113,14,60,1,61,10,0,209,0,103,343,1,3,70,34,67,148,18
108,3013.c,0,0,0,238,30,0,0,115,0,0,0,0,0,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,18
109,2815.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,5546.c,0,63,0,4108,135,0,0,226,0,0,46,0,55,28,0,0,0,50,1,1,0,222,0,0,0,0,0,0,0,0,0,30,0
111,730.c,1,61,0,2407,127,0,54,146,0,0,48,7,17,21,6,0,29,26,1,1,10,70,0,0,0,1,0,1,11,0,0,53,18
112,7630.c,0,23,0,1541,9,37,0,55,0,2,14,1,6,8,0,0,14,17,1,0,0,0,148,0,14,80,0,0,0,0,24,23,1
113,2056.c,1,0,5,454,128,0,0,128,0,0,0,0,0,22,6,27,0,0,1,1,8,57,0,0,0,1,1,1,0,0,0,1,18
114,2487.c,1,0,0,1198,63,15,0,154,14,9,11,13,32,24,0,33,45,0,1,0,6,0,1030,0,0,1,0,0,34,0,0,70,0
115,8008.c,1,3,0,133,0,0,0,1,1,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,1,0
116,5197.c,1,164,0,6018,44,158,0,82,7,5,66,3,3,13,48,104,65,58,1,180,8,0,204,0,41,468,0,0,0,0,111,1,1
117,775.c,1,146,0,5977,46,94,0,76,3,4,65,9,5,16,43,21,27,36,1,138,8,0,175,0,23,408,0,1,0,0,63,1,1
118,5503.c,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
119,2850.c,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,3,2,0,4,0
120,2013.c,0,0,1,573,30,0,0,92,0,0,0,0,0,11,0,0,0,0,1,1,0,1,0,3,0,0,3,1,0,0,0,22,0
121,7675.c,0,0,0,506,144,0,0,131,0,0,0,0,0,18,6,0,0,0,1,1,0,76,0,0,0,0,0,0,4,0,0,34,17
122,5991.c,1,93,0,4130,44,41,0,77,5,8,56,4,1,14,8,40,41,57,1,12,10,0,133,0,16,200,0,0,33,6,25,80,14
123,7259.c,0,0,0,61,22,0,0,111,0,0,0,0,0,6,0,0,0,0,1,1,0,92,0,0,0,0,0,0,0,0,0,1,0
124,359.c,1,0,0,86,17,26,12,33,4,8,1,4,0,2,12,0,8,38,1,35,12,1,0,0,8,1174,0,0,0,0,12,1,8
125,788.c,0,0,0,313,0,43,0,97,7,0,0,0,0,13,0,21,0,0,1,0,0,0,275,0,36,148,0,0,0,0,28,1,1
126,8461.c,0,0,0,100,21,48,0,54,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,145,0,0,0,0,36,1,0
127,7688.c,0,125,0,7421,480,0,0,506,0,0,0,0,0,50,100,70,71,0,1,514,0,0,2645,0,0,0,0,0,5,0,0,60,0
128,5929.c,0,0,0,134,28,0,0,68,0,0,0,0,0,5,5,0,0,0,1,5,0,19,0,0,0,229,0,0,0,0,0,1,10
129,8424.c,1,0,1,73,12,52,13,55,10,1,3,4,4,7,17,0,8,49,1,32,8,0,0,0,24,164,1,0,0,0,38,1,14
130,9461.c,1,143,0,5122,78,68,0,115,5,6,80,11,8,16,53,28,42,81,1,120,14,0,149,0,40,313,0,0,0,0,42,1,15
131,1398.c,0,141,0,8143,488,0,0,532,0,0,0,0,0,54,0,97,0,0,1,1,0,0,2447,0,0,0,0,0,0,0,0,72,0
132,6688.c,0,34,0,1112,17,57,0,82,3,3,19,1,11,15,0,14,8,31,1,0,0,0,156,0,11,134,0,0,0,0,40,31,1
133,9.c,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
134,6259.c,1,1,0,16,1,0,0,2,0,0,2,0,1,0,0,0,2,0,1,0,2,0,1,0,0,2,0,0,0,0,0,3,0
135,1749.c,0,0,0,185,20,0,0,51,0,0,0,0,0,7,5,0,0,0,1,1,0,0,0,0,0,134,0,0,0,0,0,1,16
136,9424.c,0,0,0,399,82,0,0,79,0,0,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,2,6,0,0,41,11
137,4929.c,1,302,0,11355,152,193,0,269,22,18,132,21,15,39,65,119,123,105,1,300,10,0,521,0,89,812,0,1,0,0,129,1,1
138,3357.c,0,0,0,81,10,0,0,24,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,74,0,0,0,0,0,1,8
139,6531.c,0,41,0,1650,29,29,0,64,5,2,18,2,2,15,15,0,0,58,1,38,0,0,96,0,19,150,0,0,0,0,18,1,12
140,1862.c,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0
141,4647.c,1,0,0,277,57,69,27,111,12,7,15,13,0,20,48,0,18,79,1,108,8,0,0,0,42,3296,0,0,0,0,46,1,18
142,1021.c,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
143,9309.c,1,78,0,4261,65,45,0,127,0,0,0,9,0,11,5,40,51,0,1,9,8,19,0,0,24,207,0,0,25,2,34,74,10
144,4296.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
145,3786.c,1,0,0,350,94,0,0,78,0,0,0,0,0,4,6,0,0,0,1,1,14,40,0,0,0,1,0,0,0,0,0,1,17
146,1827.c,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
147,6574.c,0,0,0,286,27,0,0,82,0,0,0,0,0,10,40,0,0,0,1,115,0,0,0,0,0,156,0,0,0,0,0,1,14
148,3312.c,0,87,0,3302,53,64,0,84,4,4,38,5,8,15,49,15,0,43,1,181,8,0,145,0,15,249,0,0,0,0,50,1,16
149,1064.c,0,22,0,1611,15,19,0,69,1,1,16,0,4,9,0,0,11,25,1,0,0,0,104,0,25,83,0,0,0,0,9,16,1
150,4602.c,1,0,0,408,138,0,0,126,0,0,0,0,0,6,6,29,0,0,1,1,14,81,0,0,0,1,0,0,0,0,0,1,17
151,5296.c,1,81,1,4268,32,98,0,140,6,0,0,2,3,32,0,23,18,0,1,1,16,0,160,3,33,274,2,4,0,0,67,71,1
152,8309.c,0,0,0,487,0,0,0,74,0,0,0,0,0,3,0,0,0,0,1,1,0,0,444,0,0,0,0,0,0,0,0,1,0
153,2786.c,1,2,0,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,4,0
154,7531.c,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0
155,2357.c,1,1,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0
156,431.c,0,0,0,132,9,0,0,36,0,0,0,0,0,5,4,0,0,0,1,1,0,0,0,0,0,184,0,0,0,0,0,1,9
157,5647.c,0,0,0,100,15,62,0,42,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,125,0,0,0,0,30,1,0
158,2312.c,1,0,0,471,162,0,0,138,0,0,0,0,0,10,6,0,0,0,1,1,12,64,0,0,0,1,0,1,0,0,0,1,17
159,7574.c,1,36,0,1108,19,45,0,113,4,0,0,3,7,21,0,13,12,0,1,1,12,0,228,0,12,102,0,0,0,0,28,18,1
160,5602.c,1,104,9,4885,78,106,0,232,13,12,0,12,9,35,33,11,15,69,1,85,12,0,294,0,69,253,1,1,73,20,49,103,17
161,474.c,1,83,6,5046,158,17,0,166,17,14,58,15,34,36,0,24,25,47,1,1,16,0,907,3,0,1,3,0,0,0,0,48,0
162,2096.c,1,123,0,5357,62,48,0,115,15,4,58,6,8,25,48,26,28,89,1,79,10,0,191,0,23,193,0,0,0,0,26,1,19
163,8419.c,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
164,5586.c,1,2,0,53,2,0,0,2,0,1,5,0,0,0,0,2,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0
165,321.c,0,0,0,895,0,0,0,162,0,0,0,0,0,18,0,0,0,0,1,1,0,0,885,0,0,0,0,0,0,0,0,1,0
166,5157.c,0,0,5,452,30,0,0,76,0,0,0,0,0,13,6,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,16,14
167,2447.c,0,54,0,3500,35,54,0,142,0,0,26,0,0,13,0,19,0,0,1,1,8,34,0,0,86,208,1,0,0,0,39,52,1
168,7221.c,1,0,0,779,0,0,0,93,3,2,4,0,29,8,0,30,23,12,1,0,0,0,689,0,0,1,0,0,0,0,0,23,0
169,5914.c,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
170,2890.c,1,0,0,10,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,2,0
171,5112.c,1,0,2,171,29,15,3,41,5,5,9,5,0,5,19,0,0,25,1,45,0,15,0,0,0,582,0,2,0,0,10,40,9
172,364.c,0,5,0,501,1,0,0,2,0,0,2,0,0,0,1,2,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0
173,5951.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
174,7264.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
175,2402.c,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,1731.c,1,0,0,389,27,0,0,69,6,6,0,5,9,12,6,0,15,15,1,0,0,0,245,0,0,1,0,0,0,0,0,1,17
177,4157.c,0,0,1,147,13,0,0,33,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,0,0,1,2,0,0,0,28,0
178,4914.c,1,136,11,6276,134,68,0,130,10,5,62,10,9,31,34,29,34,32,1,88,10,0,142,6,0,375,3,0,51,7,39,111,15
179,6221.c,0,63,0,3313,60,0,0,195,0,0,0,0,0,20,6,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,18
180,3447.c,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0
181,3096.c,0,0,0,49,16,0,0,49,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,129,0,0,0,0,0,1,0
182,4586.c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183,9419.c,0,0,0,96,35,0,0,123,0,0,0,0,0,13,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,18
184,4112.c,1,185,0,15428,247,40,0,421,28,22,136,24,69,105,0,66,57,73,1,0,8,0,2023,3,0,1,2,0,0,0,0,104,0
185,1774.c,0,0,0,449,0,0,0,75,0,0,0,0,0,6,0,0,0,0,1,1,0,0,428,0,0,0,0,0,0,0,0,1,0
186,3402.c,0,82,0,3962,117,0,0,243,0,0,65,0,52,33,0,0,0,48,1,1,0,259,0,0,0,0,0,0,0,0,0,46,0
187,6264.c,1,46,0,3026,34,0,0,168,3,1,44,0,31,23,0,25,28,28,1,0,0,0,914,0,0,1,0,0,0,0,0,27,0
188,4951.c,1,0,2,193,27,13,10,40,6,4,8,1,0,9,4,0,0,29,1,1,0,8,0,0,0,350,0,2,0,0,4,29,7
