ts,vn,per,num
swarm,482,100.00,14
swarm,482,0.00,36
swarm,482,75.85,381
swarm,482,58.82,51
swarm,482,55.88,68
swarm,482,100.00,2
swarm,482,95.00,280
swarm,482,0.00,54
swarm,482,94.00,100
swarm,482,57.14,42
swarm,482,100.00,4
swarm,482,100.00,14
swarm,482,100.00,4
swarm,482,0.00,24
swarm,482,76.77,198
swarm,482,100.00,6
swarm,482,100.00,12
swarm,482,100.00,2
swarm,482,0.00,78
swarm,482,2.49,724
swarm,482,0.00,4
swarm,482,0.00,4
swarm,482,0.00,14
swarm,482,0.00,2
swarm,482,0.00,24
swarm,482,0.00,509
swarm,482,0.00,47
swarm,482,0.00,54
swarm,482,0.00,2
swarm,482,0.00,20
swarm,482,0.00,58
swarm,482,0.00,32
swarm,482,0.00,248
swarm,482,0.00,20
swarm,482,0.00,8
swarm,482,0.00,2
swarm,482,0.00,2
swarm,482,0.00,8
swarm,482,0.00,234
swarm,482,0.00,10
swarm,482,0.00,12
swarm,482,0.00,4
swarm,482,0.00,2
swarm,482,0.00,46
swarm,482,2.53,316
swarm,482,0.00,2
swarm,482,0.00,14
swarm,482,0.00,4
swarm,482,0.00,4
swarm,482,0.00,8
swarm,482,60.30,398
swarm,482,76.92,78
swarm,482,100.00,2
swarm,482,0.00,148
swarm,482,76.55,1544
swarm,482,33.33,6
swarm,482,100.00,18
swarm,482,100.00,4
swarm,482,88.89,27
swarm,482,81.48,54
swarm,482,100.00,4
swarm,482,100.00,6
swarm,482,0.00,16
swarm,482,16.97,719
swarm,482,100.00,2
swarm,482,66.67,36
swarm,482,0.00,2
swarm,482,18.18,198
swarm,482,83.98,2116
swarm,482,100.00,18
swarm,482,100.00,10
swarm,482,100.00,2
swarm,482,100.00,2
swarm,482,62.92,89
swarm,482,81.25,64
swarm,482,0.00,2
swarm,482,0.00,6
swarm,482,100.00,4
swarm,482,75.00,8
swarm,482,0.00,52
swarm,482,70.31,384
swarm,482,100.00,2
swarm,482,100.00,10
swarm,482,100.00,2
swarm,482,100.00,2
swarm,482,81.97,61
swarm,482,75.00,32
swarm,482,100.00,2
swarm,482,0.00,2
swarm,482,100.00,4
swarm,482,100.00,6
swarm,482,0.00,30
swarm,482,0.00,2
swarm,482,77.14,70
swarm,482,57.14,42
swarm,482,0.00,12
swarm,482,100.00,4
swarm,482,0.00,46
swarm,482,80.33,966
swarm,482,100.00,4
swarm,482,50.00,8
swarm,482,100.00,2
swarm,482,100.00,14
swarm,482,55.17,58
swarm,482,100.00,6
swarm,482,100.00,2
swarm,482,22.73,220
swarm,482,58.31,1125
swarm,482,61.11,36
swarm,482,0.00,2
swarm,482,0.00,55
swarm,482,33.33,36
swarm,482,100.00,4
swarm,482,0.00,2
swarm,482,28.00,150
swarm,482,76.66,2579
swarm,482,100.00,20
swarm,482,100.00,2
swarm,482,92.98,57
swarm,482,85.71,84
swarm,482,100.00,4
swarm,482,100.00,6
swarm,482,31.58,76
swarm,482,83.26,4635
swarm,482,100.00,2
swarm,482,100.00,2
swarm,482,93.26,89
swarm,482,79.49,78
swarm,482,100.00,14
swarm,482,100.00,2
swarm,482,0.00,4
swarm,482,0.00,14
swarm,482,100.00,2
swarm,482,0.00,2
swarm,482,1.16,173
swarm,482,0.00,22
swarm,482,0.00,64
swarm,482,0.00,6
swarm,482,0.00,2
swarm,482,0.00,76
swarm,482,12.40,242
swarm,482,0.00,14
swarm,482,4.25,424
swarm,482,0.00,46
swarm,482,0.00,2
swarm,482,0.00,6
swarm,482,0.00,8
swarm,482,0.00,34
swarm,482,0.00,6
swarm,482,0.00,80
swarm,482,0.00,98
swarm,482,51.23,2604
swarm,482,0.00,2
swarm,482,0.00,10
swarm,482,100.00,4
swarm,482,0.00,2
swarm,482,0.00,2
swarm,482,100.00,2
swarm,482,0.00,10
swarm,482,0.00,2
swarm,482,61.26,222
swarm,482,100.00,4
swarm,482,61.11,36
swarm,482,0.00,80
swarm,482,0.05,3838
swarm,482,0.00,10
swarm,482,0.00,38
swarm,482,0.00,4
swarm,482,0.00,2
swarm,482,0.00,12
swarm,482,0.00,2
swarm,482,0.00,2
swarm,482,0.00,18
swarm,482,42.86,42
swarm,482,1.90,210
regression,540,69.23,26
regression,540,73.91,46
regression,540,93.08,1358
regression,540,100.00,6
regression,540,75.00,8
regression,540,28.17,142
regression,540,100.00,6
regression,540,100.00,2
regression,540,100.00,22
regression,540,0.00,44
regression,540,100.00,4
regression,540,100.00,10
regression,540,100.00,12
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,52
regression,540,71.43,14
regression,540,0.95,631
regression,540,17.39,138
regression,540,100.00,2
regression,540,0.00,24
regression,540,0.00,4
regression,540,0.00,4
regression,540,0.00,36
regression,540,0.00,16
regression,540,0.00,2
regression,540,0.00,36
regression,540,0.00,14
regression,540,0.00,22
regression,540,0.00,8
regression,540,91.67,48
regression,540,65.63,64
regression,540,94.50,218
regression,540,100.00,2
regression,540,100.00,2
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,494
regression,540,0.00,32
regression,540,0.00,418
regression,540,0.00,6
regression,540,0.00,84
regression,540,0.00,50
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,12
regression,540,0.00,22
regression,540,0.00,14
regression,540,0.00,2
regression,540,68.55,954
regression,540,0.00,104
regression,540,0.00,74
regression,540,0.00,2
regression,540,0.00,4
regression,540,50.00,4
regression,540,0.00,22
regression,540,0.00,46
regression,540,100.00,4
regression,540,80.06,642
regression,540,0.00,14
regression,540,0.80,498
regression,540,0.00,38
regression,540,0.00,54
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,4
regression,540,0.00,8
regression,540,0.00,8
regression,540,0.00,14
regression,540,0.00,2
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,10
regression,540,55.17,58
regression,540,92.31,26
regression,540,0.00,20
regression,540,0.00,2
regression,540,61.46,4974
regression,540,0.00,34
regression,540,100.00,4
regression,540,100.00,10
regression,540,71.43,14
regression,540,50.00,4
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,560
regression,540,0.00,14
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,2
regression,540,82.35,34
regression,540,50.00,4
regression,540,0.00,22
regression,540,65.63,2304
regression,540,66.67,6
regression,540,100.00,6
regression,540,71.43,14
regression,540,100.00,4
regression,540,16.67,12
regression,540,0.00,110
regression,540,0.00,6
regression,540,0.00,6
regression,540,0.00,10
regression,540,0.00,2
regression,540,60.00,60
regression,540,78.28,396
regression,540,100.00,4
regression,540,100.00,44
regression,540,100.00,4
regression,540,0.00,2
regression,540,0.00,4
regression,540,92.68,246
regression,540,100.00,4
regression,540,0.00,12
regression,540,88.47,1682
regression,540,0.00,10
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,4
regression,540,100.00,8
regression,540,100.00,14
regression,540,100.00,4
regression,540,0.00,4
regression,540,16.67,12
regression,540,55.83,2755
regression,540,80.00,20
regression,540,0.00,12
regression,540,100.00,2
regression,540,64.06,434
regression,540,5.26,76
regression,540,85.71,14
regression,540,0.00,4
regression,540,0.00,4
regression,540,100.00,2
regression,540,100.00,6
regression,540,100.00,4
regression,540,100.00,4
regression,540,33.91,115
regression,540,0.00,8
regression,540,100.00,10
regression,540,83.87,62
regression,540,83.33,24
regression,540,100.00,14
regression,540,50.00,8
regression,540,0.00,8
regression,540,100.00,70
regression,540,8.33,24
regression,540,100.00,6
regression,540,53.53,340
regression,540,100.00,4
regression,540,76.47,34
regression,540,67.86,448
regression,540,100.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,0.00,36
regression,540,0.00,2
regression,540,69.41,170
regression,540,100.00,4
regression,540,100.00,2
regression,540,100.00,2
regression,540,66.67,6
regression,540,85.71,14
regression,540,58.82,136
regression,540,72.63,190
regression,540,0.00,2
regression,540,54.84,620
regression,540,100.00,44
regression,540,100.00,6
regression,540,100.00,2
regression,540,0.00,2
regression,540,3.64,110
regression,540,89.58,480
regression,540,0.00,10
regression,540,9.52,42
regression,540,100.00,14
regression,540,100.00,2
regression,540,57.12,2164
regression,540,53.57,56
regression,540,100.00,2
regression,540,66.67,6
regression,540,0.00,4
regression,540,14.29,14
regression,540,100.00,8
regression,540,75.84,149
regression,540,0.00,16
regression,540,0.00,2
regression,540,0.00,10
regression,540,33.33,6
regression,540,0.00,4
regression,540,0.00,4
regression,540,100.00,8
regression,540,71.43,14
regression,540,41.18,34
regression,540,0.00,2
regression,540,0.00,4
regression,540,72.62,336
regression,540,0.00,38
regression,540,100.00,6
regression,540,71.43,14
regression,540,100.00,2
regression,540,55.56,18
regression,540,54.11,292
regression,540,61.11,36
regression,540,0.00,6
regression,540,0.00,12
regression,540,46.37,1324
regression,540,100.00,2
regression,540,0.00,4
regression,540,63.64,22
regression,540,80.00,20
regression,540,55.17,116
regression,540,66.67,6
regression,540,0.00,2
regression,540,50.00,4
regression,540,38.24,68
regression,540,22.58,62
regression,540,0.00,4
regression,540,68.39,832
regression,540,100.00,2
regression,540,100.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,51.61,62
regression,540,0.00,6
regression,540,50.00,24
regression,540,36.36,22
regression,540,66.67,6
regression,540,0.00,58
regression,540,0.00,2
regression,540,0.00,2
regression,540,43.38,597
regression,540,43.48,46
regression,540,86.91,7923
regression,540,75.00,40
regression,540,0.00,6
regression,540,0.00,2
regression,540,0.00,44
regression,540,0.00,4
regression,540,100.00,6
regression,540,100.00,4
regression,540,100.00,2
regression,540,100.00,12
regression,540,12.50,16
regression,540,80.00,10
regression,540,90.34,238
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,4
regression,540,0.00,10
regression,540,0.93,214
regression,540,0.00,34
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,8
regression,540,0.00,2
regression,540,0.00,10
regression,540,0.00,4
regression,540,100.00,6
regression,540,0.00,10
regression,540,71.88,672
regression,540,0.00,24
regression,540,0.00,70
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,38
regression,540,11.45,262
regression,540,0.00,172
regression,540,0.00,4
regression,540,0.00,4
regression,540,50.00,4
regression,540,100.00,2
regression,540,0.00,2
regression,540,100.00,48
regression,540,100.00,2
regression,540,100.00,4
regression,540,95.43,656
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,0.00,10
regression,540,86.03,3308
regression,540,100.00,2
regression,540,0.00,2
regression,540,50.00,80
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,44
regression,540,0.00,4
regression,540,80.00,10
regression,540,100.00,4
regression,540,100.00,6
regression,540,100.00,2
regression,540,100.00,12
regression,540,16.67,12
regression,540,72.41,116
regression,540,77.29,1039
regression,540,100.00,10
regression,540,0.00,24
regression,540,0.00,6
regression,540,0.00,26
regression,540,0.00,2
regression,540,0.00,44
regression,540,0.00,72
regression,540,0.00,2
regression,540,0.00,4
regression,540,5.56,36
regression,540,0.00,2
regression,540,43.75,32
regression,540,0.00,12
regression,540,0.00,40
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,26
regression,540,0.00,1442
regression,540,0.00,4
regression,540,100.00,2
regression,540,60.29,554
regression,540,0.00,32
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,6
regression,540,100.00,4
regression,540,100.00,6
regression,540,0.00,12
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,359
regression,540,0.00,6
regression,540,0.00,2
regression,540,0.00,8
regression,540,0.00,14
regression,540,0.00,10
regression,540,70.71,478
regression,540,11.11,36
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,100.00,14
regression,540,100.00,2
regression,540,37.36,91
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,22
regression,540,74.36,1131
regression,540,100.00,16
regression,540,100.00,14
regression,540,100.00,6
regression,540,71.05,76
regression,540,0.00,2
regression,540,78.84,1295
regression,540,100.00,2
regression,540,100.00,14
regression,540,100.00,6
regression,540,25.81,62
regression,540,74.01,277
regression,540,100.00,2
regression,540,0.00,4
regression,540,56.72,469
regression,540,0.00,2
regression,540,100.00,4
regression,540,0.00,2
regression,540,70.00,80
regression,540,3.57,56
regression,540,91.30,299
regression,540,100.00,14
regression,540,100.00,4
regression,540,100.00,2
regression,540,0.00,2
regression,540,100.00,30
regression,540,3.28,305
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,397
regression,540,0.00,2
regression,540,81.72,1236
regression,540,0.00,2
regression,540,66.67,78
regression,540,76.47,34
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,4
regression,540,100.00,2
regression,540,100.00,8
regression,540,100.00,2
regression,540,100.00,14
regression,540,100.00,22
regression,540,100.00,2
regression,540,16.15,322
regression,540,0.00,2
regression,540,0.00,6
regression,540,0.00,36
regression,540,0.00,10
regression,540,0.00,124
regression,540,0.00,12
regression,540,10.04,259
regression,540,64.41,961
regression,540,71.43,154
regression,540,91.43,70
regression,540,75.00,8
regression,540,33.33,6
regression,540,0.00,44
regression,540,0.00,4
regression,540,0.00,12
regression,540,0.00,2
regression,540,32.14,56
regression,540,0.00,1292
regression,540,6.25,64
regression,540,0.00,6
regression,540,10.98,328
regression,540,0.00,6
regression,540,100.00,44
regression,540,0.00,806
regression,540,1.25,9060
regression,540,0.00,8
regression,540,66.67,6
regression,540,100.00,2
regression,540,0.00,8
regression,540,44.44,18
regression,540,34.73,524
regression,540,100.00,22
regression,540,50.00,8
regression,540,0.00,60
regression,540,78.29,2073
regression,540,0.00,4
regression,540,100.00,2
regression,540,0.00,2
regression,540,0.00,2
regression,540,96.36,110
regression,540,11.20,839
regression,540,0.00,10
regression,540,12.50,16
regression,540,21.05,152
regression,540,1.88,320
regression,540,0.00,4
regression,540,0.00,28
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,4
regression,540,0.00,10
regression,540,33.33,6
regression,540,62.24,625
regression,540,12.50,16
regression,540,50.00,4
regression,540,31.82,44
regression,540,77.98,2307
regression,540,100.00,2
regression,540,100.00,12
regression,540,33.33,6
regression,540,83.33,12
regression,540,33.33,48
regression,540,66.67,6
regression,540,0.00,26
regression,540,0.00,2
regression,540,74.06,5590
regression,540,100.00,10
regression,540,66.67,18
regression,540,100.00,6
regression,540,100.00,2
regression,540,12.50,16
regression,540,20.00,10
regression,540,84.00,50
regression,540,63.77,1231
regression,540,9.52,42
regression,540,0.00,4
regression,540,33.33,6
regression,540,0.00,22
regression,540,0.00,4
regression,540,100.00,4
regression,540,100.00,2
regression,540,100.00,2
regression,540,0.00,4
regression,540,50.00,4
regression,540,75.00,8
regression,540,0.00,8
regression,540,1.08,557
regression,540,0.00,18
regression,540,0.00,2
regression,540,52.10,334
regression,540,100.00,46
regression,540,0.00,26
regression,540,83.70,9839
regression,540,100.00,10
regression,540,100.00,6
regression,540,0.00,14
regression,540,83.33,12
regression,540,68.24,2201
regression,540,0.00,4
regression,540,50.00,32
regression,540,19.75,162
regression,540,34.98,406
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,134
regression,540,0.00,4
regression,540,0.00,6
regression,540,0.00,14
regression,540,100.00,8
regression,540,100.00,2
regression,540,0.00,4
regression,540,0.00,2
regression,540,16.67,12
regression,540,94.75,571
regression,540,15.00,40
regression,540,0.00,2
regression,540,0.00,22
regression,540,0.00,4
regression,540,100.00,2
regression,540,100.00,6
regression,540,16.67,12
regression,540,67.74,62
regression,540,51.71,3007
regression,540,86.36,44
regression,540,100.00,40
regression,540,100.00,44
regression,540,86.85,1095
regression,540,70.59,68
regression,540,92.59,54
regression,540,0.00,2
regression,540,0.00,4
regression,540,75.00,8
regression,540,100.00,8
regression,540,100.00,14
regression,540,100.00,2
regression,540,0.00,10
regression,540,100.00,12
regression,540,0.00,18
regression,540,55.78,7237
regression,540,0.00,6
regression,540,100.00,6
regression,540,0.00,2
regression,540,0.00,26
regression,540,0.00,204
regression,540,0.00,4
regression,540,15.53,206
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,4
regression,540,38.10,42
regression,540,29.55,352
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,6
regression,540,0.00,8
regression,540,0.00,6
regression,540,0.00,2
regression,540,0.00,18
regression,540,89.43,454
regression,540,100.00,52
regression,540,100.00,2
regression,540,46.30,108
regression,540,62.50,16
regression,540,25.00,8
regression,540,0.00,4
regression,540,74.09,3095
regression,540,100.00,6
regression,540,0.00,8
regression,540,100.00,6
regression,540,100.00,6
regression,540,80.00,70
regression,540,85.71,28
regression,540,83.33,12
regression,540,0.00,4
regression,540,80.00,10
regression,540,8.33,24
regression,540,0.00,56
regression,540,100.00,16
regression,540,50.00,8
regression,540,0.00,4
regression,540,48.40,1124
regression,540,100.00,2
regression,540,0.00,4
regression,540,0.00,14
regression,540,100.00,4
regression,540,85.00,80
regression,540,71.43,14
regression,540,0.00,2
regression,540,0.00,6
regression,540,0.00,2
regression,540,94.01,167
regression,540,77.42,31
regression,540,0.00,4
regression,540,100.00,2
regression,540,100.00,4
regression,540,78.57,28
regression,540,100.00,2
regression,540,80.00,140
regression,540,76.47,34
regression,540,0.00,4
regression,540,100.00,4
regression,540,90.00,20
regression,540,71.43,14
regression,540,100.00,2
regression,540,11.11,18
regression,540,55.94,9786
regression,540,73.16,380
regression,540,100.00,6
regression,540,75.00,16
regression,540,80.00,20
regression,540,100.00,2
regression,540,0.00,2
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,714
regression,540,0.00,6
regression,540,0.00,6
regression,540,0.00,38
regression,540,0.00,10
regression,540,0.00,6
regression,540,0.00,14
regression,540,91.94,124
regression,540,0.00,8
regression,540,0.00,2
regression,540,0.00,4
regression,540,87.27,55
regression,540,25.00,8
regression,540,100.00,18
regression,540,80.00,20
regression,540,100.00,8
regression,540,100.00,4
regression,540,81.14,1172
regression,540,50.00,8
regression,540,17.50,80
regression,540,0.00,4
regression,540,50.00,4
regression,540,57.98,238
regression,540,50.00,60
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,2
regression,540,100.00,6
regression,540,100.00,2
regression,540,100.00,8
regression,540,86.67,30
regression,540,100.00,6
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,74
regression,540,0.00,8
regression,540,0.00,6
regression,540,0.00,16
regression,540,0.00,2
regression,540,0.00,64
regression,540,0.00,2
regression,540,0.00,18
regression,540,0.00,10
regression,540,0.00,2
regression,540,33.33,6
regression,540,0.00,2
regression,540,77.36,424
regression,540,100.00,2
regression,540,88.89,18
regression,540,100.00,8
regression,540,100.00,2
regression,540,27.45,102
regression,540,0.00,2
regression,540,0.00,2
regression,540,40.35,114
regression,540,0.00,2
regression,540,55.52,4177
regression,540,100.00,4
regression,540,0.00,6
regression,540,0.00,4
regression,540,25.00,8
regression,540,100.00,12
regression,540,66.67,18
regression,540,100.00,38
regression,540,87.50,48
regression,540,62.79,129
regression,540,100.00,8
regression,540,85.71,14
regression,540,0.00,22
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,154
regression,540,0.00,26
regression,540,0.00,591
regression,540,0.00,4
regression,540,0.00,30
regression,540,86.67,120
regression,540,100.00,14
regression,540,0.00,4
regression,540,0.00,54
regression,540,0.00,2
regression,540,0.00,38
regression,540,0.00,32
regression,540,0.00,42
regression,540,0.00,8
regression,540,0.00,106
regression,540,0.00,4
regression,540,16.28,86
regression,540,0.00,8
regression,540,0.00,4
regression,540,0.00,10
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,40
regression,540,0.00,110
regression,540,0.00,152
regression,540,3.82,157
regression,540,0.00,4
regression,540,0.00,66
regression,540,0.00,74
regression,540,0.00,12
regression,540,0.00,24
regression,540,0.00,42
regression,540,0.00,4
regression,540,0.00,4
regression,540,0.00,46
regression,540,0.00,106
regression,540,0.00,226
regression,540,0.00,28
regression,540,0.00,10
regression,540,0.00,154
regression,540,0.00,6
regression,540,0.00,440
regression,540,0.00,2
regression,540,0.00,10
regression,540,0.00,42
regression,540,0.00,61
regression,540,0.00,8
regression,540,0.00,20
regression,540,0.00,6
regression,540,1.04,192
regression,540,0.00,6
regression,540,0.00,727
regression,540,0.00,44
regression,540,0.00,14
regression,540,0.00,42
regression,540,0.00,2
regression,540,0.00,71
regression,540,0.00,8
regression,540,0.00,26
regression,540,0.00,30
regression,540,0.00,10
regression,540,0.00,2
regression,540,0.00,448
regression,540,0.00,144
regression,540,0.00,2
regression,540,0.00,6774
regression,540,32.22,3082
regression,540,19.79,192
regression,540,0.00,172
regression,540,0.00,4
regression,540,100.00,6
regression,540,0.00,6
regression,540,0.00,14
regression,540,0.00,10
regression,540,100.00,2
regression,540,0.00,10
regression,540,100.00,6
regression,540,6.25,32
regression,540,75.00,8
regression,540,89.50,219
regression,540,84.27,178
regression,540,53.03,20580
regression,540,0.00,18
regression,540,40.00,10
regression,540,0.00,112
regression,540,14.29,14
regression,540,0.00,36
regression,540,0.00,4
regression,540,0.00,22
regression,540,0.00,34
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,6
regression,540,100.00,16
regression,540,33.33,6
regression,540,0.00,8
regression,540,0.00,14
regression,540,0.00,16
regression,540,0.00,14
regression,540,0.00,4
regression,540,100.00,2
regression,540,100.00,2
regression,540,100.00,2
regression,540,100.00,2
regression,540,16.67,12
regression,540,80.00,10
regression,540,63.21,2153
regression,540,50.00,4
regression,540,0.00,2
regression,540,0.00,80
regression,540,0.00,34
regression,540,0.00,2
regression,540,0.00,4
regression,540,75.00,8
regression,540,100.00,14
regression,540,100.00,2
regression,540,0.00,6
regression,540,100.00,2
regression,540,16.67,12
regression,540,0.00,6
regression,540,100.00,2
regression,540,70.86,151
regression,540,91.67,48
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,83.33,36
regression,540,63.08,260
regression,540,50.47,7234
regression,540,32.37,723
regression,540,67.90,81
regression,540,100.00,2
regression,540,100.00,2
regression,540,0.00,2
regression,540,7.71,3658
regression,540,0.00,6173
regression,540,8.96,7811
regression,540,0.00,1272
regression,540,100.00,2
regression,540,56.63,166
regression,540,9.32,1695
regression,540,25.00,32
regression,540,33.61,2440
regression,540,100.00,6
regression,540,99.50,402
regression,540,0.00,5912
regression,540,9.13,7472
regression,540,0.00,1253
regression,540,100.00,2
regression,540,100.00,6
regression,540,88.45,3654
regression,540,16.00,100
regression,540,12.35,4736
regression,540,52.56,156
regression,540,50.81,1293
regression,540,100.00,6
regression,540,66.44,1603
regression,540,94.44,72
regression,540,100.00,2
regression,540,48.48,66
regression,540,100.00,4
regression,540,100.00,2
regression,540,0.00,2
regression,540,40.56,48952
regression,540,41.68,1406
regression,540,43.01,2167
regression,540,10.35,63328
regression,540,1.03,5454
regression,540,100.00,21
regression,540,100.00,6
regression,540,100.00,6
regression,540,53.33,30
regression,540,65.93,766
regression,540,100.00,8
regression,540,33.33,6
regression,540,100.00,4
regression,540,83.33,12
regression,540,0.00,266
regression,540,0.00,6
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,30
regression,540,0.00,2
regression,540,0.00,14
regression,540,0.00,2
regression,540,0.00,2
regression,540,23.44,128
regression,540,25.00,8
regression,540,0.00,4
regression,540,35.00,160
regression,540,0.00,4
regression,540,0.00,8
regression,540,0.00,4
regression,540,19.05,42
regression,540,64.03,1696
regression,540,0.00,36
regression,540,0.00,12
regression,540,29.33,300
regression,540,0.00,146
regression,540,33.33,12
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,12
regression,540,3.23,62
regression,540,100.00,4
regression,540,2.46,1625
regression,540,0.00,8
regression,540,0.00,14
regression,540,0.00,8
regression,540,0.00,166
regression,540,0.00,12
regression,540,0.00,4
regression,540,0.37,538
regression,540,0.00,4
regression,540,0.00,38
regression,540,0.00,4
regression,540,0.00,8
regression,540,0.00,18
regression,540,0.00,4
regression,540,100.00,4
regression,540,21.43,56
regression,540,0.00,2
regression,540,70.81,579
regression,540,100.00,4
regression,540,33.33,6
regression,540,0.00,8
regression,540,49.01,302
regression,540,0.00,46
regression,540,0.00,4
regression,540,0.00,6
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,4
regression,540,20.55,146
regression,540,33.33,6
regression,540,92.31,26
regression,540,75.08,1308
regression,540,0.00,12
regression,540,71.43,28
regression,540,100.00,4
regression,540,0.00,2
regression,540,56.76,592
regression,540,0.00,18
regression,540,48.67,226
regression,540,100.00,12
regression,540,100.00,2
regression,540,100.00,6
regression,540,0.00,2
regression,540,100.00,2
regression,540,0.00,4
regression,540,0.00,4
regression,540,57.14,14
regression,540,0.00,2
regression,540,0.00,12
regression,540,100.00,14
regression,540,0.00,128
regression,540,100.00,8
regression,540,100.00,14
regression,540,100.00,16
regression,540,100.00,2
regression,540,0.00,2
regression,540,66.67,12
regression,540,0.00,6
regression,540,50.00,4
regression,540,63.73,204
regression,540,0.00,32
regression,540,0.00,6
regression,540,0.00,2
regression,540,89.55,440
regression,540,57.14,14
regression,540,100.00,8
regression,540,100.00,12
regression,540,100.00,16
regression,540,100.00,6
regression,540,82.79,1720
regression,540,89.29,56
regression,540,100.00,16
regression,540,68.72,358
regression,540,93.62,188
regression,540,60.00,10
regression,540,0.00,8
regression,540,55.56,18
regression,540,0.00,4
regression,540,0.00,6
regression,540,0.00,42
regression,540,100.00,14
regression,540,0.00,8
regression,540,0.00,2
regression,540,100.00,2
regression,540,2.13,94
regression,540,55.81,43
regression,540,0.00,2
regression,540,73.91,46
regression,540,100.00,10
regression,540,100.00,2
regression,540,100.00,8
regression,540,76.57,1212
regression,540,40.00,70
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,52
regression,540,0.00,4
regression,540,95.24,84
regression,540,0.00,4
regression,540,0.00,6
regression,540,20.83,48
regression,540,100.00,20
regression,540,0.00,64
regression,540,100.00,6
regression,540,100.00,4
regression,540,50.00,8
regression,540,0.00,4
regression,540,0.00,6
regression,540,0.00,4
regression,540,0.00,52
regression,540,0.00,4
regression,540,0.00,14
regression,540,0.00,4
regression,540,85.59,222
regression,540,100.00,4
regression,540,0.00,78
regression,540,100.00,2
regression,540,0.00,18
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,4
regression,540,0.00,62
regression,540,0.00,2
regression,540,19.86,1430
regression,540,0.00,6
regression,540,88.89,36
regression,540,71.43,14
regression,540,0.00,18
regression,540,66.67,6
regression,540,0.00,2
regression,540,47.44,293
regression,540,68.42,38
regression,540,42.31,52
regression,540,0.00,2
regression,540,0.00,4
regression,540,100.00,8
regression,540,71.43,14
regression,540,39.29,56
regression,540,100.00,2
regression,540,100.00,14
regression,540,0.00,30
regression,540,0.00,8
regression,540,0.00,14
regression,540,64.71,340
regression,540,0.00,94
regression,540,33.33,6
regression,540,100.00,6
regression,540,0.00,6
regression,540,56.31,1863
regression,540,0.00,12
regression,540,0.00,18
regression,540,100.00,4
regression,540,100.00,8
regression,540,100.00,8
regression,540,0.00,52
regression,540,100.00,2
regression,540,75.76,66
regression,540,81.82,22
regression,540,0.00,2
regression,540,72.91,753
regression,540,35.00,80
regression,540,0.00,2
regression,540,0.00,2
regression,540,0.00,70
regression,540,0.00,2
regression,540,0.00,6
regression,540,0.00,42
regression,540,0.00,6
regression,540,0.00,18
regression,540,0.00,32
regression,540,100.00,26
regression,540,71.43,14
regression,540,100.00,2
regression,540,64.47,456
regression,540,69.44,72
regression,540,0.00,4
regression,540,0.00,4
regression,540,0.00,2
regression,540,0.00,42
regression,540,0.00,20
regression,540,100.00,2
regression,540,0.00,2
regression,540,0.00,2
regression,540,100.00,16
regression,540,0.00,4
regression,540,100.00,6
regression,540,76.48,893
regression,540,0.00,6
