c-files	sizeInCharsC	sizeInCharsAST	comma-operators	main	main-argc	bitfields	max-array-dim	max-array-len-per-dim	arrays	pointers	structs	unions	packed-struct	divs	muls	pre-incr-operator	pre-decr-operator	post-incr-operator	post-decr-operator	unary-plus-operator	funcs	longlong	float	jump	volatiles	compound-assignment	consts	inline-function	volatile-pointers	const-pointers	global-variables	builtin-func	int8_t	uint8_t	int16_t	uint16_t	int32_t	uint32_t	int64_t	uint64_t
pr59386.c	141	605	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr79538.c	175	900	4	0	0	0	1	4	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	3	2	0	0	0	0	0	0	0	0
pr38359.c	262	781	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr31034.c	125	765	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
pr62070.c	132	897	2	0	0	0	2	8	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr29921.c	97	593	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr82498-2.c	496	2020	6	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr39431.c	202	925	9	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0
pr28162.c	150	757	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	2	0	1	0	4	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0
pr83963-2.c	318	1421	9	0	0	0	1	0	1	1	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr56607.c	174	1258	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
pr64208.c	163	1073	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	0	0	0	0	9	3	0	0	0	0	0	0	0	0
pr59413.c	135	611	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	3	1	0	0	0	0	0	2	0	0
pr71185.c	101	606	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr67400-3.c	48	340	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr61042.c	55	475	4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr84512.c	97	569	0	0	0	0	1	10	1	0	0	0	0	0	1	2	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr53408.c	119	942	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr42918.c	107	596	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0
pr85512.c	4233	26831	106	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	29	0	0	0	0	55	25	0	0	0	0	0	0	0	0
pr60844.c	125	938	4	0	0	5	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr67517.c	146	613	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr50482.c	121	629	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr78957.c	5	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr65105-2.c	40	311	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr33779-1.c	127	670	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr19988.c	62	322	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr78580.c	78	382	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
pr17322.c	58	355	0	0	0	0	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr81088.c	84	525	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr60461_0.c	182	955	2	1	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr71279.c	94	708	1	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr39943.c	143	681	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr53550.c	66	480	2	0	0	0	1	0	0	5	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr46091-2.c	115	539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr35899.c	48	375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr71321.c	212	824	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0
pr59223.c	55	333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr47148.c	316	1449	6	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	4	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
pr65014.c	103	358	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr36015.c	193	1246	14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr33673.c	386	1964	3	0	0	0	1	2	2	3	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	5	0	0	0	0	5	2	0	0	0	0	0	0	0	0
pr58223.c	102	632	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr34027-2.c	38	254	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr40031.c	55	310	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr42347.c	173	557	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr80168.c	68	504	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr17656.c	138	737	5	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	3	1	0	0	0	0	0	0	0	0
pr85056a.c	32	235	9	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr46521.c	276	1220	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
pr47939-4.c	60	231	0	0	0	0	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
pr41837.c	364	2390	3	0	0	0	1	0	0	9	10	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0
pr84860.c	55	415	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr59924.c	231	1315	3	0	0	0	1	0	0	5	7	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr66820.c	144	686	2	0	0	0	1	50	1	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
pr51244-18.c	1303	5933	56	0	0	0	1	100	3	16	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	20	0	3	0	0	7	0	0	0	0	0	0	0	0	0
pr24574.c	206	1297	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr58955-1.c	134	870	6	1	0	0	1	4	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	0	0	6	1	0	0	0	0	0	0	0	0
pr70775.c	176	1060	5	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	1	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0
pr64440.c	69	461	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pr64091.c	144	816	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	4	0	6	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr69666.c	150	865	6	0	0	0	1	16	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr38554.c	786	2307	15	0	0	0	2	0	0	3	5	1	0	1	1	0	0	0	0	0	1	0	2	1	0	3	5	0	0	0	5	0	0	0	0	0	0	0	0	0
pr39983.c	136	846	0	0	0	0	1	1	3	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	1	3	0	0	0	0	0	0	0	0	0
pr42025-1.c	151	878	3	0	0	0	1	0	0	6	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr29801.c	74	447	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
pr32461-2.c	258	1025	0	0	0	0	1	256	1	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr82167.c	111	516	2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
pr26213.c	157	521	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr58326-2.c	83	521	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr49866.c	166	1272	9	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	8	4	0	0	0	0	0	0	0	0
pr32920.c	62	370	0	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr61162.c	50	335	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr44246.c	72	375	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
pr52857-2.c	102	424	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr78832.c	109	763	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr70550-2.c	416	1775	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	12	0	0	0	0	2	8	0	0	0	0	0	0	0	0
pr80349.c	157	877	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr34635-1.c	82	544	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr55160.c	136	880	2	0	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	2	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr54103-5.c	20	197	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr65862-1.c	154	1282	10	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0	0
pr82386.c	179	898	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr52318.c	138	709	4	0	0	0	1	20	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr71947-7.c	60	351	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr34070-1.c	99	592	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr37976.c	108	526	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr83712.c	461	1870	13	0	0	0	1	0	0	6	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	8	2	0	0	0	0	0	0	0	0
pr53663-2.c	132	789	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr38364.c	586	2610	6	0	1	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	7	0	0	12	0	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0
pr60465-gprel64-c37.c	69	330	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0
pr46095.c	63	417	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr41917.c	175	1017	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr46893.c	100	532	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr56117.c	39	203	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr78997.c	1195	8414	217	1	0	1	1	20	8	1	0	0	0	0	2	0	0	11	3	0	2	0	0	3	0	41	1	0	0	1	51	1	0	0	0	0	0	0	0	0
pr45732.c	94	448	0	0	0	0	2	5	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0
pr68013.c	69	556	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0
pr55247-2.c	623	2274	1	0	0	0	1	34	1	7	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	4	12	1	0	0	0	0	0	2	0	0
pr68088_1.c	102	533	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr85597.c	235	1450	15	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	0	1	0	0	4	4	0	0	0	0	0	0	0	0
pr58970-2.c	100	605	1	0	0	2	1	1	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr48551.c	692	3786	31	0	0	0	2	3	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr24883.c	318	1474	3	0	0	0	2	0	0	3	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr67106.c	44	216	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr84146.c	70	458	0	0	0	0	1	64	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr41679.c	110	637	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	2	0	0	0	0	0	0	0	0
pr59047.c	209	1331	6	1	0	2	1	0	0	3	1	0	0	0	0	1	0	0	0	1	2	0	0	3	0	5	0	0	0	0	10	1	0	0	0	0	0	0	0	0
pr49551.c	12	122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr28322.c	24	242	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr45262.c	271	1423	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0
pr68506.c	471	2869	16	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	6	0	15	0	0	0	0	21	1	0	0	0	0	0	0	0	0
pr24912-1.c	87	525	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr33135-3.c	156	924	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr24141.c	166	1101	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr70450.c	153	634	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr71887.c	63	421	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr66413.c	437	3079	18	1	0	0	1	245	5	19	0	0	0	0	1	0	0	3	0	0	5	0	0	5	0	8	3	0	0	3	15	0	0	0	0	0	0	0	0	0
pr79354.c	117	699	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr46215.c	100	717	3	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr59034-2.c	74	448	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr53120.c	1808	6943	1	0	0	36	1	1	0	1	3	0	0	0	2	0	0	0	0	0	1	0	0	1	0	31	0	0	0	0	50	5	0	0	0	0	0	0	0	0
pr71039.c	87	595	1	0	0	0	1	0	0	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr63659.c	185	1176	8	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	6	0	0	0	0	9	1	0	0	0	0	0	0	0	0
profile-dir-2.c	23	176	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr58978.c	89	283	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr21463.c	86	530	3	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr80932.c	91	558	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr33697.c	160	744	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr27136.c	38	241	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr66757.c	93	505	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr84383.c	130	714	3	0	0	0	1	31	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0
pr70161.c	15	154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr82472.c	186	1077	3	0	0	0	1	0	0	5	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr20100-1.c	636	2962	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	8	0	5	0	0	0	0	3	2	0	0	0	0	0	0	0	0
pr34123.c	157	758	1	0	0	0	1	256	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr20216.c	121	643	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr38428.c	106	474	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr66415-2.c	113	283	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr50193-1.c	35	257	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr70465-2.c	212	986	4	0	0	0	1	1024	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
pr17078-1.c	142	741	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr34668-1.c	176	749	0	1	0	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr78148.c	225	1388	5	0	0	0	1	4	1	1	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr60733.c	201	1367	10	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	2	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0
pr54669.c	99	683	0	0	0	0	1	10	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr64110.c	91	642	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr50751-5.c	198	1096	2	0	0	0	1	25	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0
pr28796-1.c	911	2329	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	5	41	0	0	0	0	0	0	0	0
pr20583.c	222	1031	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	6	2	0	0	2	2	1	0	0	0	0	0	0	0	0
pr59362.c	278	1045	11	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0
pr53411.c	198	1610	9	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	7	0	0	0	0	12	2	0	0	0	0	0	0	0	0
pr43107.c	150	979	2	0	0	0	3	4	6	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0
predict-10.c	58	331	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr39041.c	359	1759	3	0	0	0	1	1	2	6	3	0	0	0	0	0	0	1	0	0	2	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
pr52883.c	150	1221	10	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	8	0	0	0	0	13	0	0	0	0	0	0	0	0	0
