c-files	sizeInCharsC	sizeInCharsAST	comma-operators	main	main-argc	bitfields	max-array-dim	max-array-len-per-dim	arrays	pointers	structs	unions	packed-struct	divs	muls	pre-incr-operator	pre-decr-operator	post-incr-operator	post-decr-operator	unary-plus-operator	funcs	longlong	float	jump	volatiles	compound-assignment	consts	inline-function	volatile-pointers	const-pointers	global-variables	builtin-func	int8_t	uint8_t	int16_t	uint16_t	int32_t	uint32_t	int64_t	uint64_t
pr49712.c	169	1186	6	1	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr66794.c	110	729	3	0	0	0	1	0	0	6	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr18589-10.c	107	455	5	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
pr84305.c	97	745	2	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr81563.c	78	433	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr77653.c	166	1324	10	1	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	3	0	0	2	12	1	0	0	0	0	0	0	0	0
pr82281.c	53	223	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predcom-4.c	192	1195	2	0	0	0	1	1000	3	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	6	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr36077.c	126	579	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr68538.c	1086	3343	6	0	0	0	1	4	1	8	14	0	0	0	0	0	0	0	0	0	2	2	0	0	0	6	0	0	0	0	3	4	0	0	0	0	0	0	0	0
pr51572-1_0.c	46	349	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr52633.c	84	504	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr63380-1.c	111	843	7	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr43879_2.c	140	786	0	0	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0
pr40482.c	49	214	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr47192.c	198	991	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr68937-5.c	77	490	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr45670.c	87	489	0	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr56484.c	127	677	2	0	0	0	1	4096	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0
pr20922-4.c	206	1351	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr79890.c	80	361	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr43360.c	186	1044	0	0	1	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr41016.c	323	1427	4	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr81627.c	195	1352	5	1	0	0	1	6	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	4	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr71801.c	330	1418	7	0	0	0	1	16	4	2	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0
pr59946.c	143	587	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr18589-1.c	50	316	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr56778.c	106	719	3	0	0	0	1	100	2	2	1	0	0	0	0	0	0	1	0	0	1	0	4	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr35691-5.c	1428	9220	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr17119.c	197	669	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0
pr83986.c	54	361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr59903.c	447	2910	21	1	0	0	1	3	1	0	5	0	0	0	1	0	0	2	0	0	3	0	0	4	0	12	0	0	0	0	20	0	0	0	0	0	0	0	0	0
pr58946.c	128	740	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr39999.c	103	654	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr33555.c	51	258	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr37197.c	63	310	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr37991.c	239	842	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr45728.c	78	489	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr65990.c	111	502	8	0	0	0	1	9	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr77362.c	118	724	1	0	0	0	1	2	1	0	0	0	0	0	0	4	0	0	0	4	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr52046.c	108	768	3	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr58018.c	96	748	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr39453.c	92	557	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr66232-1.c	41	306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr55981.c	411	2850	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	17	17	0	0	0	0	17	2	0	0	0	0	0	0	0	0
pr54981.c	103	672	2	0	0	0	1	2	1	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr27314.c	96	575	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
pr71573.c	44	390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr40172-1.c	308	1219	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr68460.c	192	1156	1	1	0	0	1	1024	2	0	0	0	0	1	2	0	0	2	0	0	2	0	0	2	0	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr57521.c	290	1998	10	1	0	1	1	1	1	2	0	0	0	0	0	0	0	2	1	0	2	0	0	4	0	7	0	0	0	0	9	1	0	0	0	0	0	0	0	0
pr43614.c	302	1428	0	0	1	0	1	7	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	8	0	0	3	0	3	1	0	0	0	0	0	0	0	0
pr38752.c	216	872	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr70738-9.c	152	881	3	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr64316.c	291	1611	10	0	0	0	1	0	1	8	5	0	0	0	0	0	0	4	1	0	2	0	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr83575.c	145	604	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr83530.c	80	511	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr59164.c	131	986	2	0	0	0	2	10	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr81297.c	89	459	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr50561.c	49	332	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr57877.c	217	1386	8	1	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	3	0	0	0	0	10	1	0	0	0	0	0	0	0	0
pr55342.c	334	1685	7	0	0	0	1	0	0	4	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr39202.c	186	966	0	0	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
pr52283.c	69	403	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr69936.c	161	936	0	1	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr84399.c	144	654	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr84748.c	252	1374	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	7	1	0	0	0	0	0	0	0	0
pr46522.c	206	1095	3	0	0	0	1	0	0	3	5	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
pr56034.c	72	549	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr68809-2.c	171	1037	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	5	0	0	0	0	6	1	0	0	0	0	0	0	0	0
pr37482.c	195	883	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr81196.c	111	600	2	0	0	0	1	0	0	3	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr61634.c	174	1264	8	0	0	0	1	0	4	2	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr84321.c	89	548	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr77677.c	116	619	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr33670.c	112	668	1	0	0	0	3	0	0	3	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr34027-1.c	73	270	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr72817.c	66	351	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr78727.c	162	811	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr46091-1.c	117	557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr44555.c	137	705	0	1	0	0	1	100	1	2	3	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr14814.c	254	966	0	0	0	0	1	3	1	4	8	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0
pr33779-2.c	120	690	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr42630.c	63	380	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr51015.c	305	1148	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr68337-2.c	71	383	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr51856.c	427	3000	30	0	0	0	1	596	7	4	5	0	0	0	0	0	0	0	0	0	1	7	0	0	0	2	1	0	0	1	25	7	0	0	0	0	0	0	0	0
pr25795-1.c	49	264	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0
pr56540.c	163	531	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr45352-1.c	232	1207	5	0	0	0	2	16	3	2	0	0	0	0	1	3	0	0	1	3	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr37663.c	83	498	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr83044.c	90	577	0	0	0	0	1	0	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr56228.c	141	996	2	0	0	0	1	15	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr25805.c	160	901	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	3	0	0	0	0	0	0	0	0
pr85511.c	117	419	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
pr42589.c	221	735	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr42574.c	183	1107	2	0	0	0	1	400	1	6	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0
pr82498-1.c	780	2630	6	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr52027.c	113	577	2	1	0	0	1	1000	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr12603.c	42	155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr64563.c	80	602	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0
pr69068.c	113	717	1	0	0	0	1	2	1	0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr58385.c	109	650	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr62073.c	282	1242	1	0	0	0	1	0	0	7	2	0	0	0	0	0	0	0	2	0	1	1	0	2	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr31072.c	176	552	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr85284.c	130	612	1	1	0	0	1	48	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr77881.c	77	476	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr23941.c	105	481	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr48517.c	145	690	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	2	1	0	0	0	0	0	0	0	0
pr45059.c	211	1051	2	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	1	0	0	7	1	0	0	0	0	0	0	0	0
pr58970-1.c	85	488	1	0	0	1	1	1	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr53859.c	57	530	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr81766.c	19	111	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr71103.c	228	617	0	0	0	0	1	5	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr71824-3.c	90	635	1	0	0	0	1	2	1	0	2	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr65871-3.c	90	556	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr68651_1.c	65	450	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr28634.c	84	464	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr56114.c	48	284	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pr31448-2.c	427	1745	2	0	0	2	1	0	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	6	2	0	0	0	3	2	0	0	0	0	0	0	0	0
pr53663-1.c	170	923	3	1	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr56151.c	48	354	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr78543.c	584	2544	15	0	0	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	8	0	0	0	0	9	9	0	0	0	0	0	0	0	0
pr47890.c	54	357	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr36988.c	189	778	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr40157.c	111	676	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr42221.c	394	1802	9	0	0	0	1	128	4	4	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0
pr50717-1.c	146	988	6	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr34070-2.c	110	662	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr80422.c	145	1010	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0
pr65862-2.c	344	2540	12	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	19	0	0	0	0	16	0	0	0	0	0	0	0	0	0
pr55049-1.c	133	521	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0
pr42299.c	135	738	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr57741-1.c	126	782	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr83385.c	182	966	1	0	1	0	1	2	1	0	0	0	0	0	0	2	3	0	0	2	1	0	0	1	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr56250.c	100	538	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr27799.c	250	1373	2	1	0	0	1	0	0	4	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	9	2	0	0	0	0	0	0	0	0
pr68785.c	30	256	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr77839.c	185	1169	3	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr78607.c	50	312	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr51244-9.c	197	827	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pr42963.c	128	519	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
pr21658.c	90	630	0	0	0	0	1	10	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr52857-1.c	75	432	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr83298.c	76	418	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr63304_1.c	364	1244	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr64291-1.c	594	3185	14	1	0	0	1	1	1	9	1	0	0	0	4	0	0	1	0	0	1	0	0	1	0	13	0	0	0	0	13	10	0	0	0	0	0	0	0	0
pr42078.c	139	815	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	9	2	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0
pr23476.c	119	727	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0
pr33923.c	1052	2936	0	0	0	0	1	200	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	14	1	0	0	1	5	0	0	0	0	0	0	0	0	0
pr32461-1.c	196	874	0	0	0	0	1	256	1	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr23433.c	114	563	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr48063.c	93	516	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr59575.c	96	700	4	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0
pr64393.c	68	365	0	0	0	0	1	1024	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr58326-1.c	109	590	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0
